n	300
e	5	205
e	5	213
e	5	215
e	5	219
e	5	222
e	5	223
e	5	224
e	5	225
e	5	237
e	5	242
e	5	244
e	5	245
e	5	247
e	5	249
e	5	251
e	5	252
e	5	253
e	5	254
e	5	257
e	5	258
e	5	260
e	5	262
e	5	263
e	5	264
e	5	268
e	5	272
e	5	273
e	5	274
e	5	275
e	5	276
e	5	277
e	5	278
e	5	279
e	5	283
e	5	284
e	5	286
e	5	289
e	5	292
e	5	293
e	6	7
e	6	8
e	6	9
e	6	13
e	6	14
e	6	15
e	6	21
e	6	22
e	6	23
e	6	24
e	6	25
e	6	27
e	6	30
e	6	34
e	6	35
e	6	36
e	6	37
e	6	43
e	6	47
e	6	51
e	6	52
e	6	54
e	6	55
e	6	56
e	6	57
e	6	59
e	6	63
e	6	64
e	6	66
e	6	67
e	6	68
e	6	70
e	6	71
e	6	72
e	6	75
e	6	76
e	6	78
e	6	79
e	6	84
e	6	85
e	6	86
e	6	89
e	6	96
e	6	99
e	6	102
e	6	104
e	6	105
e	6	107
e	6	109
e	6	110
e	6	112
e	6	113
e	6	114
e	6	120
e	6	121
e	6	122
e	6	123
e	6	128
e	6	130
e	6	131
e	6	132
e	6	133
e	6	134
e	6	136
e	6	138
e	6	141
e	6	143
e	6	145
e	6	146
e	6	148
e	6	149
e	6	154
e	6	155
e	6	156
e	6	158
e	6	161
e	6	165
e	6	168
e	6	170
e	6	171
e	6	173
e	6	176
e	6	178
e	6	179
e	6	180
e	6	183
e	6	185
e	6	187
e	6	188
e	6	189
e	6	190
e	6	191
e	6	192
e	6	193
e	6	195
e	6	198
e	6	200
e	6	202
e	6	203
e	6	207
e	6	210
e	6	213
e	6	214
e	6	217
e	6	220
e	6	221
e	6	224
e	6	226
e	6	229
e	6	234
e	6	236
e	6	237
e	6	238
e	6	239
e	6	240
e	6	241
e	6	242
e	6	245
e	6	246
e	6	248
e	6	250
e	6	251
e	6	254
e	6	255
e	6	258
e	6	259
e	6	261
e	6	263
e	6	266
e	6	267
e	6	269
e	6	270
e	6	271
e	6	272
e	6	273
e	6	275
e	6	277
e	6	280
e	6	284
e	6	287
e	6	288
e	6	289
e	6	291
e	6	292
e	6	293
e	6	294
e	6	296
e	6	300
e	7	9
e	7	10
e	7	11
e	7	12
e	7	17
e	7	18
e	7	20
e	7	21
e	7	24
e	7	27
e	7	28
e	7	31
e	7	34
e	7	35
e	7	37
e	7	39
e	7	40
e	7	42
e	7	44
e	7	46
e	7	48
e	7	50
e	7	51
e	7	54
e	7	55
e	7	56
e	7	58
e	7	60
e	7	64
e	7	65
e	7	66
e	7	67
e	7	68
e	7	70
e	7	71
e	7	73
e	7	74
e	7	79
e	7	80
e	7	85
e	7	86
e	7	88
e	7	91
e	7	94
e	7	95
e	7	103
e	7	104
e	7	106
e	7	107
e	7	110
e	7	112
e	7	113
e	7	114
e	7	115
e	7	116
e	7	121
e	7	122
e	7	125
e	7	126
e	7	128
e	7	131
e	7	132
e	7	135
e	7	140
e	7	143
e	7	145
e	7	147
e	7	149
e	7	153
e	7	155
e	7	158
e	7	160
e	7	161
e	7	162
e	7	163
e	7	165
e	7	167
e	7	169
e	7	171
e	7	172
e	7	173
e	7	174
e	7	175
e	7	183
e	7	185
e	7	186
e	7	189
e	7	190
e	7	192
e	7	194
e	7	195
e	7	196
e	7	197
e	7	200
e	7	201
e	7	203
e	7	204
e	7	205
e	7	209
e	7	212
e	7	213
e	7	216
e	7	219
e	7	220
e	7	221
e	7	222
e	7	225
e	7	226
e	7	227
e	7	229
e	7	232
e	7	233
e	7	235
e	7	236
e	7	239
e	7	240
e	7	241
e	7	242
e	7	247
e	7	248
e	7	250
e	7	254
e	7	256
e	7	259
e	7	262
e	7	263
e	7	264
e	7	265
e	7	266
e	7	272
e	7	274
e	7	275
e	7	277
e	7	278
e	7	279
e	7	280
e	7	284
e	7	286
e	7	288
e	7	289
e	7	290
e	7	291
e	7	292
e	7	293
e	7	294
e	7	295
e	7	296
e	7	298
e	8	9
e	8	11
e	8	12
e	8	14
e	8	16
e	8	17
e	8	18
e	8	26
e	8	27
e	8	28
e	8	31
e	8	32
e	8	34
e	8	35
e	8	36
e	8	37
e	8	39
e	8	40
e	8	42
e	8	45
e	8	46
e	8	48
e	8	51
e	8	53
e	8	59
e	8	63
e	8	64
e	8	66
e	8	67
e	8	69
e	8	70
e	8	71
e	8	72
e	8	73
e	8	75
e	8	77
e	8	78
e	8	79
e	8	83
e	8	84
e	8	86
e	8	89
e	8	90
e	8	91
e	8	92
e	8	95
e	8	97
e	8	99
e	8	100
e	8	101
e	8	111
e	8	112
e	8	113
e	8	116
e	8	117
e	8	118
e	8	120
e	8	123
e	8	126
e	8	128
e	8	133
e	8	135
e	8	136
e	8	138
e	8	139
e	8	140
e	8	141
e	8	142
e	8	143
e	8	147
e	8	148
e	8	151
e	8	156
e	8	158
e	8	160
e	8	162
e	8	164
e	8	168
e	8	170
e	8	172
e	8	174
e	8	175
e	8	176
e	8	178
e	8	180
e	8	181
e	8	189
e	8	190
e	8	192
e	8	193
e	8	194
e	8	195
e	8	197
e	8	198
e	8	199
e	8	200
e	8	201
e	8	203
e	8	204
e	8	205
e	8	207
e	8	208
e	8	209
e	8	213
e	8	217
e	8	219
e	8	221
e	8	222
e	8	223
e	8	231
e	8	233
e	8	235
e	8	236
e	8	238
e	8	239
e	8	241
e	8	246
e	8	247
e	8	248
e	8	249
e	8	251
e	8	253
e	8	254
e	8	257
e	8	261
e	8	262
e	8	264
e	8	266
e	8	270
e	8	273
e	8	274
e	8	275
e	8	277
e	8	280
e	8	281
e	8	283
e	8	285
e	8	286
e	8	288
e	8	289
e	8	291
e	8	293
e	8	295
e	8	297
e	8	298
e	8	299
e	9	10
e	9	12
e	9	13
e	9	14
e	9	16
e	9	17
e	9	19
e	9	20
e	9	22
e	9	24
e	9	25
e	9	26
e	9	29
e	9	30
e	9	34
e	9	36
e	9	39
e	9	40
e	9	41
e	9	42
e	9	43
e	9	46
e	9	47
e	9	49
e	9	50
e	9	51
e	9	53
e	9	54
e	9	58
e	9	59
e	9	63
e	9	64
e	9	65
e	9	66
e	9	71
e	9	73
e	9	76
e	9	78
e	9	81
e	9	82
e	9	84
e	9	86
e	9	88
e	9	90
e	9	94
e	9	100
e	9	103
e	9	106
e	9	108
e	9	113
e	9	114
e	9	115
e	9	118
e	9	121
e	9	122
e	9	123
e	9	124
e	9	127
e	9	128
e	9	130
e	9	131
e	9	133
e	9	134
e	9	138
e	9	141
e	9	144
e	9	145
e	9	146
e	9	147
e	9	149
e	9	150
e	9	152
e	9	154
e	9	155
e	9	158
e	9	161
e	9	162
e	9	164
e	9	165
e	9	167
e	9	168
e	9	169
e	9	170
e	9	171
e	9	172
e	9	173
e	9	176
e	9	178
e	9	179
e	9	180
e	9	182
e	9	184
e	9	190
e	9	192
e	9	194
e	9	198
e	9	200
e	9	204
e	9	207
e	9	213
e	9	215
e	9	217
e	9	220
e	9	222
e	9	223
e	9	224
e	9	225
e	9	227
e	9	228
e	9	230
e	9	231
e	9	233
e	9	235
e	9	237
e	9	239
e	9	240
e	9	244
e	9	246
e	9	254
e	9	255
e	9	259
e	9	261
e	9	263
e	9	264
e	9	267
e	9	269
e	9	271
e	9	272
e	9	273
e	9	274
e	9	275
e	9	276
e	9	281
e	9	282
e	9	283
e	9	285
e	9	288
e	9	290
e	9	291
e	9	293
e	9	294
e	9	297
e	9	298
e	9	300
e	10	13
e	10	15
e	10	16
e	10	18
e	10	20
e	10	23
e	10	25
e	10	26
e	10	27
e	10	29
e	10	33
e	10	34
e	10	35
e	10	36
e	10	39
e	10	40
e	10	41
e	10	43
e	10	45
e	10	46
e	10	47
e	10	51
e	10	52
e	10	54
e	10	55
e	10	56
e	10	57
e	10	58
e	10	62
e	10	63
e	10	66
e	10	71
e	10	76
e	10	77
e	10	79
e	10	80
e	10	81
e	10	83
e	10	91
e	10	94
e	10	95
e	10	99
e	10	101
e	10	102
e	10	104
e	10	106
e	10	107
e	10	110
e	10	111
e	10	112
e	10	114
e	10	115
e	10	116
e	10	119
e	10	121
e	10	122
e	10	123
e	10	124
e	10	125
e	10	126
e	10	127
e	10	129
e	10	130
e	10	131
e	10	134
e	10	137
e	10	140
e	10	146
e	10	147
e	10	148
e	10	151
e	10	152
e	10	154
e	10	155
e	10	157
e	10	158
e	10	159
e	10	164
e	10	165
e	10	168
e	10	176
e	10	177
e	10	178
e	10	180
e	10	184
e	10	185
e	10	186
e	10	190
e	10	195
e	10	196
e	10	197
e	10	198
e	10	202
e	10	203
e	10	205
e	10	207
e	10	208
e	10	215
e	10	216
e	10	221
e	10	222
e	10	227
e	10	230
e	10	232
e	10	235
e	10	236
e	10	237
e	10	238
e	10	240
e	10	242
e	10	246
e	10	250
e	10	251
e	10	252
e	10	255
e	10	256
e	10	261
e	10	263
e	10	266
e	10	267
e	10	269
e	10	270
e	10	274
e	10	277
e	10	278
e	10	279
e	10	280
e	10	284
e	10	285
e	10	288
e	10	291
e	10	293
e	10	294
e	10	296
e	10	298
e	11	12
e	11	18
e	11	20
e	11	22
e	11	24
e	11	25
e	11	26
e	11	28
e	11	29
e	11	33
e	11	34
e	11	35
e	11	36
e	11	37
e	11	38
e	11	39
e	11	42
e	11	45
e	11	46
e	11	47
e	11	48
e	11	51
e	11	53
e	11	54
e	11	55
e	11	56
e	11	60
e	11	61
e	11	62
e	11	65
e	11	66
e	11	67
e	11	68
e	11	69
e	11	70
e	11	72
e	11	75
e	11	79
e	11	80
e	11	81
e	11	84
e	11	86
e	11	87
e	11	89
e	11	90
e	11	92
e	11	93
e	11	96
e	11	97
e	11	99
e	11	101
e	11	103
e	11	104
e	11	107
e	11	109
e	11	112
e	11	117
e	11	118
e	11	120
e	11	121
e	11	123
e	11	124
e	11	127
e	11	128
e	11	130
e	11	136
e	11	140
e	11	142
e	11	146
e	11	147
e	11	148
e	11	149
e	11	155
e	11	158
e	11	159
e	11	160
e	11	161
e	11	163
e	11	165
e	11	167
e	11	170
e	11	171
e	11	172
e	11	175
e	11	176
e	11	179
e	11	181
e	11	184
e	11	185
e	11	186
e	11	187
e	11	190
e	11	194
e	11	197
e	11	198
e	11	200
e	11	201
e	11	203
e	11	206
e	11	207
e	11	211
e	11	212
e	11	213
e	11	214
e	11	220
e	11	223
e	11	227
e	11	230
e	11	233
e	11	234
e	11	235
e	11	239
e	11	240
e	11	241
e	11	242
e	11	245
e	11	250
e	11	251
e	11	252
e	11	253
e	11	254
e	11	257
e	11	260
e	11	263
e	11	268
e	11	269
e	11	273
e	11	274
e	11	276
e	11	277
e	11	281
e	11	282
e	11	284
e	11	285
e	11	286
e	11	287
e	11	288
e	11	290
e	11	293
e	11	294
e	11	295
e	11	297
e	11	298
e	11	299
e	11	300
e	12	15
e	12	18
e	12	19
e	12	21
e	12	23
e	12	24
e	12	29
e	12	32
e	12	33
e	12	38
e	12	43
e	12	45
e	12	46
e	12	47
e	12	48
e	12	51
e	12	53
e	12	56
e	12	58
e	12	59
e	12	64
e	12	65
e	12	67
e	12	68
e	12	70
e	12	71
e	12	72
e	12	73
e	12	76
e	12	77
e	12	81
e	12	83
e	12	84
e	12	85
e	12	88
e	12	90
e	12	92
e	12	93
e	12	95
e	12	96
e	12	97
e	12	98
e	12	99
e	12	101
e	12	102
e	12	104
e	12	106
e	12	108
e	12	109
e	12	112
e	12	117
e	12	121
e	12	122
e	12	125
e	12	126
e	12	128
e	12	132
e	12	134
e	12	135
e	12	136
e	12	137
e	12	140
e	12	142
e	12	143
e	12	146
e	12	149
e	12	150
e	12	151
e	12	153
e	12	155
e	12	156
e	12	162
e	12	170
e	12	172
e	12	173
e	12	176
e	12	178
e	12	180
e	12	181
e	12	183
e	12	184
e	12	186
e	12	187
e	12	190
e	12	192
e	12	200
e	12	201
e	12	202
e	12	203
e	12	204
e	12	206
e	12	207
e	12	208
e	12	209
e	12	220
e	12	221
e	12	227
e	12	228
e	12	232
e	12	234
e	12	238
e	12	239
e	12	241
e	12	242
e	12	246
e	12	248
e	12	249
e	12	254
e	12	255
e	12	257
e	12	258
e	12	260
e	12	262
e	12	265
e	12	267
e	12	269
e	12	271
e	12	272
e	12	273
e	12	276
e	12	278
e	12	280
e	12	281
e	12	283
e	12	284
e	12	285
e	12	286
e	12	287
e	12	292
e	12	293
e	12	295
e	12	296
e	12	297
e	12	299
e	12	300
e	13	15
e	13	17
e	13	19
e	13	20
e	13	23
e	13	24
e	13	26
e	13	30
e	13	32
e	13	33
e	13	34
e	13	35
e	13	36
e	13	37
e	13	42
e	13	44
e	13	47
e	13	49
e	13	50
e	13	53
e	13	54
e	13	55
e	13	56
e	13	58
e	13	60
e	13	62
e	13	66
e	13	68
e	13	70
e	13	72
e	13	79
e	13	81
e	13	84
e	13	87
e	13	88
e	13	90
e	13	91
e	13	93
e	13	94
e	13	96
e	13	97
e	13	100
e	13	105
e	13	106
e	13	112
e	13	113
e	13	114
e	13	115
e	13	116
e	13	117
e	13	118
e	13	119
e	13	123
e	13	126
e	13	127
e	13	128
e	13	130
e	13	131
e	13	133
e	13	134
e	13	138
e	13	140
e	13	143
e	13	146
e	13	147
e	13	148
e	13	152
e	13	154
e	13	156
e	13	159
e	13	160
e	13	163
e	13	164
e	13	165
e	13	168
e	13	170
e	13	171
e	13	172
e	13	174
e	13	175
e	13	177
e	13	178
e	13	182
e	13	188
e	13	189
e	13	190
e	13	191
e	13	196
e	13	197
e	13	198
e	13	199
e	13	200
e	13	202
e	13	203
e	13	207
e	13	209
e	13	213
e	13	217
e	13	219
e	13	220
e	13	221
e	13	222
e	13	223
e	13	225
e	13	226
e	13	228
e	13	230
e	13	234
e	13	235
e	13	236
e	13	237
e	13	242
e	13	243
e	13	244
e	13	245
e	13	246
e	13	247
e	13	248
e	13	252
e	13	253
e	13	254
e	13	256
e	13	257
e	13	258
e	13	259
e	13	260
e	13	261
e	13	262
e	13	263
e	13	264
e	13	266
e	13	269
e	13	270
e	13	271
e	13	272
e	13	275
e	13	278
e	13	279
e	13	283
e	13	285
e	13	290
e	13	299
e	14	18
e	14	19
e	14	22
e	14	23
e	14	24
e	14	25
e	14	26
e	14	27
e	14	29
e	14	33
e	14	34
e	14	35
e	14	36
e	14	37
e	14	39
e	14	41
e	14	46
e	14	48
e	14	50
e	14	54
e	14	55
e	14	56
e	14	57
e	14	63
e	14	64
e	14	65
e	14	69
e	14	70
e	14	75
e	14	76
e	14	79
e	14	81
e	14	83
e	14	84
e	14	85
e	14	86
e	14	88
e	14	89
e	14	90
e	14	93
e	14	96
e	14	97
e	14	101
e	14	106
e	14	108
e	14	110
e	14	111
e	14	112
e	14	114
e	14	117
e	14	122
e	14	128
e	14	130
e	14	131
e	14	133
e	14	135
e	14	137
e	14	142
e	14	143
e	14	145
e	14	147
e	14	149
e	14	150
e	14	153
e	14	156
e	14	157
e	14	158
e	14	161
e	14	163
e	14	164
e	14	167
e	14	168
e	14	169
e	14	172
e	14	173
e	14	174
e	14	175
e	14	176
e	14	178
e	14	182
e	14	183
e	14	184
e	14	185
e	14	187
e	14	189
e	14	190
e	14	192
e	14	193
e	14	195
e	14	196
e	14	197
e	14	198
e	14	200
e	14	201
e	14	204
e	14	205
e	14	206
e	14	207
e	14	208
e	14	209
e	14	211
e	14	213
e	14	219
e	14	220
e	14	221
e	14	224
e	14	227
e	14	228
e	14	230
e	14	231
e	14	232
e	14	233
e	14	236
e	14	237
e	14	238
e	14	239
e	14	241
e	14	246
e	14	249
e	14	252
e	14	253
e	14	258
e	14	262
e	14	263
e	14	264
e	14	265
e	14	269
e	14	270
e	14	273
e	14	274
e	14	275
e	14	276
e	14	277
e	14	278
e	14	279
e	14	282
e	14	283
e	14	284
e	14	287
e	14	288
e	14	289
e	14	291
e	14	292
e	14	293
e	14	294
e	14	295
e	14	296
e	14	297
e	14	298
e	14	299
e	15	16
e	15	18
e	15	21
e	15	22
e	15	29
e	15	30
e	15	31
e	15	32
e	15	35
e	15	36
e	15	37
e	15	38
e	15	40
e	15	42
e	15	43
e	15	44
e	15	45
e	15	48
e	15	49
e	15	52
e	15	54
e	15	55
e	15	56
e	15	57
e	15	58
e	15	59
e	15	64
e	15	69
e	15	72
e	15	74
e	15	75
e	15	80
e	15	85
e	15	86
e	15	87
e	15	88
e	15	95
e	15	96
e	15	102
e	15	103
e	15	104
e	15	106
e	15	107
e	15	109
e	15	111
e	15	113
e	15	114
e	15	116
e	15	118
e	15	120
e	15	121
e	15	122
e	15	123
e	15	124
e	15	125
e	15	126
e	15	127
e	15	129
e	15	132
e	15	135
e	15	137
e	15	138
e	15	139
e	15	140
e	15	141
e	15	144
e	15	146
e	15	150
e	15	151
e	15	152
e	15	153
e	15	154
e	15	155
e	15	158
e	15	165
e	15	166
e	15	168
e	15	169
e	15	171
e	15	174
e	15	175
e	15	176
e	15	177
e	15	179
e	15	181
e	15	182
e	15	184
e	15	186
e	15	187
e	15	188
e	15	191
e	15	196
e	15	202
e	15	207
e	15	209
e	15	210
e	15	211
e	15	213
e	15	215
e	15	217
e	15	221
e	15	224
e	15	225
e	15	229
e	15	230
e	15	231
e	15	232
e	15	233
e	15	235
e	15	237
e	15	239
e	15	240
e	15	243
e	15	246
e	15	247
e	15	251
e	15	252
e	15	253
e	15	254
e	15	256
e	15	260
e	15	261
e	15	264
e	15	267
e	15	272
e	15	273
e	15	275
e	15	276
e	15	278
e	15	280
e	15	281
e	15	282
e	15	285
e	15	286
e	15	288
e	15	289
e	15	290
e	15	293
e	15	294
e	15	296
e	15	297
e	15	299
e	16	17
e	16	18
e	16	23
e	16	24
e	16	26
e	16	27
e	16	28
e	16	30
e	16	31
e	16	32
e	16	33
e	16	34
e	16	37
e	16	39
e	16	41
e	16	42
e	16	45
e	16	46
e	16	47
e	16	48
e	16	49
e	16	50
e	16	51
e	16	52
e	16	55
e	16	57
e	16	61
e	16	62
e	16	64
e	16	67
e	16	68
e	16	69
e	16	74
e	16	76
e	16	77
e	16	78
e	16	81
e	16	85
e	16	86
e	16	87
e	16	88
e	16	89
e	16	94
e	16	96
e	16	99
e	16	102
e	16	104
e	16	106
e	16	107
e	16	110
e	16	111
e	16	112
e	16	113
e	16	116
e	16	118
e	16	119
e	16	122
e	16	123
e	16	125
e	16	129
e	16	134
e	16	136
e	16	137
e	16	138
e	16	142
e	16	145
e	16	146
e	16	149
e	16	150
e	16	151
e	16	153
e	16	154
e	16	155
e	16	156
e	16	158
e	16	168
e	16	169
e	16	171
e	16	172
e	16	173
e	16	174
e	16	176
e	16	177
e	16	180
e	16	181
e	16	182
e	16	183
e	16	184
e	16	185
e	16	186
e	16	187
e	16	190
e	16	192
e	16	193
e	16	196
e	16	197
e	16	198
e	16	200
e	16	201
e	16	202
e	16	203
e	16	206
e	16	207
e	16	208
e	16	209
e	16	210
e	16	211
e	16	212
e	16	213
e	16	214
e	16	216
e	16	218
e	16	219
e	16	220
e	16	221
e	16	223
e	16	224
e	16	225
e	16	229
e	16	231
e	16	232
e	16	233
e	16	235
e	16	236
e	16	237
e	16	238
e	16	239
e	16	240
e	16	243
e	16	245
e	16	246
e	16	250
e	16	253
e	16	257
e	16	258
e	16	261
e	16	267
e	16	268
e	16	271
e	16	272
e	16	274
e	16	275
e	16	278
e	16	281
e	16	282
e	16	283
e	16	284
e	16	288
e	16	289
e	16	292
e	16	294
e	16	296
e	16	297
e	16	300
e	17	19
e	17	25
e	17	26
e	17	31
e	17	34
e	17	35
e	17	36
e	17	37
e	17	38
e	17	40
e	17	41
e	17	42
e	17	46
e	17	47
e	17	48
e	17	49
e	17	52
e	17	56
e	17	58
e	17	60
e	17	62
e	17	66
e	17	67
e	17	71
e	17	72
e	17	75
e	17	77
e	17	78
e	17	82
e	17	83
e	17	85
e	17	87
e	17	89
e	17	92
e	17	93
e	17	94
e	17	95
e	17	99
e	17	102
e	17	106
e	17	110
e	17	111
e	17	114
e	17	115
e	17	118
e	17	122
