n	200
e	5	86
e	5	88
e	5	89
e	5	90
e	5	91
e	5	97
e	5	98
e	5	102
e	5	104
e	5	107
e	5	108
e	5	109
e	5	110
e	5	111
e	5	113
e	5	114
e	5	116
e	5	120
e	5	121
e	5	126
e	5	127
e	5	128
e	5	129
e	5	132
e	5	135
e	5	136
e	5	137
e	5	141
e	5	144
e	5	145
e	5	147
e	5	150
e	5	151
e	5	152
e	5	159
e	5	160
e	5	161
e	5	163
e	5	170
e	5	171
e	5	172
e	5	173
e	5	175
e	5	176
e	5	177
e	5	178
e	5	185
e	5	189
e	5	192
e	5	193
e	5	194
e	5	195
e	5	196
e	6	8
e	6	10
e	6	11
e	6	13
e	6	14
e	6	15
e	6	17
e	6	18
e	6	23
e	6	24
e	6	25
e	6	27
e	6	28
e	6	34
e	6	35
e	6	45
e	6	46
e	6	49
e	6	50
e	6	51
e	6	54
e	6	59
e	6	60
e	6	61
e	6	62
e	6	64
e	6	67
e	6	68
e	6	72
e	6	78
e	6	79
e	6	82
e	6	83
e	6	84
e	6	89
e	6	91
e	6	98
e	6	99
e	6	101
e	6	103
e	6	104
e	6	106
e	6	107
e	6	112
e	6	114
e	6	115
e	6	116
e	6	117
e	6	121
e	6	123
e	6	124
e	6	125
e	6	127
e	6	128
e	6	130
e	6	132
e	6	134
e	6	136
e	6	137
e	6	140
e	6	142
e	6	143
e	6	144
e	6	149
e	6	150
e	6	151
e	6	153
e	6	156
e	6	159
e	6	160
e	6	161
e	6	163
e	6	166
e	6	169
e	6	171
e	6	172
e	6	176
e	6	177
e	6	178
e	6	180
e	6	182
e	6	183
e	6	185
e	6	188
e	6	191
e	6	192
e	6	194
e	6	195
e	6	196
e	6	198
e	6	199
e	7	9
e	7	11
e	7	13
e	7	14
e	7	15
e	7	16
e	7	19
e	7	21
e	7	23
e	7	24
e	7	25
e	7	26
e	7	27
e	7	30
e	7	34
e	7	35
e	7	36
e	7	38
e	7	39
e	7	41
e	7	43
e	7	44
e	7	45
e	7	51
e	7	56
e	7	57
e	7	62
e	7	66
e	7	69
e	7	70
e	7	72
e	7	73
e	7	74
e	7	75
e	7	77
e	7	80
e	7	81
e	7	84
e	7	86
e	7	90
e	7	93
e	7	94
e	7	96
e	7	99
e	7	100
e	7	101
e	7	102
e	7	103
e	7	105
e	7	106
e	7	107
e	7	108
e	7	109
e	7	110
e	7	112
e	7	113
e	7	114
e	7	116
e	7	117
e	7	118
e	7	119
e	7	121
e	7	124
e	7	127
e	7	129
e	7	130
e	7	131
e	7	132
e	7	133
e	7	135
e	7	146
e	7	148
e	7	149
e	7	150
e	7	159
e	7	161
e	7	162
e	7	166
e	7	167
e	7	168
e	7	169
e	7	171
e	7	173
e	7	177
e	7	178
e	7	180
e	7	181
e	7	182
e	7	183
e	7	189
e	7	191
e	7	192
e	7	193
e	7	194
e	7	195
e	8	15
e	8	16
e	8	18
e	8	20
e	8	21
e	8	24
e	8	30
e	8	32
e	8	35
e	8	38
e	8	40
e	8	42
e	8	44
e	8	45
e	8	53
e	8	55
e	8	57
e	8	65
e	8	66
e	8	69
e	8	73
e	8	74
e	8	77
e	8	80
e	8	83
e	8	84
e	8	86
e	8	89
e	8	90
e	8	91
e	8	93
e	8	94
e	8	99
e	8	101
e	8	102
e	8	103
e	8	104
e	8	107
e	8	108
e	8	109
e	8	110
e	8	111
e	8	114
e	8	115
e	8	116
e	8	119
e	8	124
e	8	127
e	8	128
e	8	129
e	8	130
e	8	132
e	8	138
e	8	139
e	8	141
e	8	142
e	8	145
e	8	146
e	8	149
e	8	152
e	8	153
e	8	155
e	8	156
e	8	161
e	8	163
e	8	167
e	8	168
e	8	171
e	8	173
e	8	174
e	8	176
e	8	177
e	8	178
e	8	180
e	8	181
e	8	183
e	8	185
e	8	186
e	8	187
e	8	188
e	8	191
e	8	193
e	8	194
e	8	196
e	9	16
e	9	17
e	9	18
e	9	19
e	9	20
e	9	22
e	9	26
e	9	29
e	9	30
e	9	34
e	9	36
e	9	37
e	9	41
e	9	42
e	9	44
e	9	45
e	9	47
e	9	49
e	9	50
e	9	51
e	9	55
e	9	57
e	9	62
e	9	64
e	9	65
e	9	67
e	9	69
e	9	70
e	9	71
e	9	72
e	9	75
e	9	76
e	9	78
e	9	80
e	9	85
e	9	86
e	9	87
e	9	89
e	9	91
e	9	92
e	9	93
e	9	96
e	9	97
e	9	98
e	9	100
e	9	101
e	9	103
e	9	108
e	9	109
e	9	110
e	9	111
e	9	113
e	9	114
e	9	115
e	9	117
e	9	118
e	9	121
e	9	122
e	9	124
e	9	126
e	9	129
e	9	130
e	9	131
e	9	132
e	9	133
e	9	134
e	9	135
e	9	136
e	9	139
e	9	140
e	9	145
e	9	146
e	9	148
e	9	152
e	9	153
e	9	154
e	9	155
e	9	158
e	9	159
e	9	160
e	9	161
e	9	162
e	9	163
e	9	166
e	9	167
e	9	168
e	9	169
e	9	170
e	9	171
e	9	172
e	9	174
e	9	175
e	9	176
e	9	177
e	9	178
e	9	179
e	9	180
e	9	182
e	9	183
e	9	184
e	9	186
e	9	190
e	9	191
e	9	192
e	9	195
e	9	197
e	9	198
e	10	11
e	10	12
e	10	15
e	10	17
e	10	19
e	10	22
e	10	23
e	10	25
e	10	27
e	10	30
e	10	32
e	10	35
e	10	36
e	10	38
e	10	39
e	10	40
e	10	42
e	10	43
e	10	47
e	10	48
e	10	50
e	10	52
e	10	54
e	10	55
e	10	56
e	10	59
e	10	63
e	10	64
e	10	66
e	10	68
e	10	69
e	10	71
e	10	73
e	10	74
e	10	76
e	10	77
e	10	78
e	10	81
e	10	83
e	10	84
e	10	86
e	10	88
e	10	89
e	10	90
e	10	91
e	10	92
e	10	94
e	10	95
e	10	97
e	10	99
e	10	100
e	10	101
e	10	105
e	10	107
e	10	110
e	10	111
e	10	113
e	10	116
e	10	118
e	10	119
e	10	121
e	10	122
e	10	123
e	10	124
e	10	125
e	10	127
e	10	128
e	10	136
e	10	139
e	10	142
e	10	143
e	10	145
e	10	148
e	10	149
e	10	154
e	10	155
e	10	156
e	10	160
e	10	162
e	10	165
e	10	166
e	10	168
e	10	169
e	10	170
e	10	171
e	10	172
e	10	175
e	10	177
e	10	179
e	10	186
e	10	188
e	10	189
e	10	191
e	10	193
e	10	194
e	10	195
e	10	199
e	10	200
e	11	12
e	11	14
e	11	17
e	11	19
e	11	20
e	11	23
e	11	24
e	11	25
e	11	26
e	11	28
e	11	29
e	11	30
e	11	32
e	11	33
e	11	35
e	11	37
e	11	39
e	11	41
e	11	42
e	11	43
e	11	45
e	11	47
e	11	50
e	11	52
e	11	54
e	11	58
e	11	59
e	11	60
e	11	63
e	11	65
e	11	66
e	11	68
e	11	72
e	11	74
e	11	75
e	11	76
e	11	80
e	11	82
e	11	83
e	11	86
e	11	87
e	11	89
e	11	91
e	11	92
e	11	95
e	11	98
e	11	101
e	11	107
e	11	108
e	11	109
e	11	110
e	11	111
e	11	112
e	11	113
e	11	115
e	11	116
e	11	119
e	11	124
e	11	127
e	11	128
e	11	129
e	11	131
e	11	134
e	11	139
e	11	140
e	11	148
e	11	149
e	11	152
e	11	154
e	11	157
e	11	162
e	11	164
e	11	167
e	11	168
e	11	169
e	11	171
e	11	172
e	11	173
e	11	174
e	11	176
e	11	182
e	11	185
e	11	186
e	11	188
e	11	189
e	11	190
e	11	191
e	11	192
e	11	193
e	11	195
e	11	196
e	11	199
e	11	200
e	12	13
e	12	14
e	12	15
e	12	16
e	12	17
e	12	18
e	12	20
e	12	21
e	12	22
e	12	24
e	12	25
e	12	26
e	12	33
e	12	36
e	12	37
e	12	45
e	12	49
e	12	50
e	12	51
e	12	53
e	12	57
e	12	58
e	12	60
e	12	64
e	12	67
e	12	72
e	12	73
e	12	76
e	12	78
e	12	81
e	12	84
e	12	85
e	12	92
e	12	95
e	12	99
e	12	100
e	12	101
e	12	102
e	12	106
e	12	108
e	12	109
e	12	110
e	12	112
e	12	113
e	12	114
e	12	117
e	12	118
e	12	119
e	12	120
e	12	121
e	12	122
e	12	124
e	12	130
e	12	132
e	12	133
e	12	134
e	12	135
e	12	136
e	12	138
e	12	139
e	12	143
e	12	144
e	12	145
e	12	147
e	12	149
e	12	150
e	12	151
e	12	153
e	12	155
e	12	156
e	12	157
e	12	161
e	12	164
e	12	165
e	12	166
e	12	169
e	12	170
e	12	171
e	12	175
e	12	176
e	12	177
e	12	178
e	12	179
e	12	181
e	12	185
e	12	186
e	12	187
e	12	188
e	12	190
e	12	198
e	12	199
e	13	15
e	13	18
e	13	19
e	13	20
e	13	21
e	13	22
e	13	23
e	13	26
e	13	27
e	13	28
e	13	29
e	13	30
e	13	32
e	13	36
e	13	37
e	13	41
e	13	42
e	13	46
e	13	47
e	13	50
e	13	53
e	13	54
e	13	57
e	13	59
e	13	62
e	13	64
e	13	66
e	13	67
e	13	68
e	13	70
e	13	71
e	13	74
e	13	75
e	13	76
e	13	79
e	13	81
e	13	85
e	13	86
e	13	88
e	13	89
e	13	90
e	13	97
e	13	102
e	13	107
e	13	110
e	13	111
e	13	114
e	13	117
e	13	118
e	13	120
e	13	122
e	13	126
e	13	128
e	13	129
e	13	130
e	13	134
e	13	135
e	13	137
e	13	138
e	13	140
e	13	141
e	13	143
e	13	144
e	13	146
e	13	147
e	13	149
e	13	151
e	13	152
e	13	153
e	13	155
e	13	157
e	13	158
e	13	161
e	13	162
e	13	167
e	13	168
e	13	169
e	13	170
e	13	171
e	13	174
e	13	176
e	13	180
e	13	181
e	13	185
e	13	192
e	13	197
e	13	199
e	13	200
e	14	15
e	14	17
e	14	20
e	14	22
e	14	24
e	14	25
e	14	26
e	14	28
e	14	29
e	14	31
e	14	35
e	14	36
e	14	41
e	14	43
e	14	45
e	14	46
e	14	47
e	14	49
e	14	51
e	14	56
e	14	64
e	14	66
e	14	69
e	14	70
e	14	72
e	14	76
e	14	78
e	14	80
e	14	87
e	14	88
e	14	89
e	14	91
e	14	93
e	14	95
e	14	100
e	14	101
e	14	102
e	14	103
e	14	105
e	14	106
e	14	107
e	14	111
e	14	112
e	14	118
e	14	119
e	14	120
e	14	122
e	14	123
e	14	124
e	14	126
e	14	127
e	14	132
e	14	134
e	14	136
e	14	137
e	14	138
e	14	142
e	14	143
e	14	144
e	14	147
e	14	152
e	14	153
e	14	155
e	14	156
e	14	157
e	14	158
e	14	160
e	14	161
e	14	163
e	14	166
e	14	172
e	14	173
e	14	174
e	14	176
e	14	179
e	14	182
e	14	184
e	14	188
e	14	189
e	14	191
e	14	194
e	14	195
e	14	196
e	14	197
e	14	200
e	15	18
e	15	20
e	15	21
e	15	22
e	15	23
e	15	24
e	15	25
e	15	27
e	15	31
e	15	32
e	15	33
e	15	35
e	15	38
e	15	39
e	15	40
e	15	41
e	15	42
e	15	45
e	15	49
e	15	50
e	15	51
e	15	58
e	15	61
e	15	62
e	15	64
e	15	65
e	15	68
e	15	74
e	15	77
e	15	83
e	15	84
e	15	88
e	15	89
e	15	92
e	15	94
e	15	95
e	15	97
e	15	99
e	15	102
e	15	107
e	15	110
e	15	111
e	15	115
e	15	116
e	15	117
e	15	119
e	15	120
e	15	121
e	15	124
e	15	126
e	15	127
e	15	128
e	15	129
e	15	132
e	15	135
e	15	137
e	15	138
e	15	139
e	15	144
e	15	145
e	15	147
e	15	152
e	15	156
e	15	157
e	15	158
e	15	159
e	15	160
e	15	162
e	15	164
e	15	169
e	15	171
e	15	174
e	15	176
e	15	177
e	15	178
e	15	180
e	15	181
e	15	183
e	15	184
e	15	188
e	15	190
e	15	193
e	15	195
e	15	197
e	15	199
e	15	200
e	16	20
e	16	21
e	16	22
e	16	24
e	16	25
e	16	27
e	16	28
e	16	29
e	16	34
e	16	35
e	16	36
e	16	37
e	16	40
e	16	43
e	16	44
e	16	45
e	16	48
e	16	49
e	16	52
e	16	54
e	16	55
e	16	57
e	16	59
e	16	60
e	16	63
e	16	64
e	16	70
e	16	76
e	16	80
e	16	81
e	16	82
e	16	84
e	16	86
e	16	87
e	16	89
e	16	90
e	16	92
e	16	95
e	16	98
e	16	103
e	16	106
e	16	109
e	16	112
e	16	115
e	16	116
e	16	117
e	16	123
e	16	125
e	16	127
e	16	128
e	16	129
e	16	130
e	16	135
e	16	139
e	16	142
e	16	143
e	16	145
e	16	148
e	16	149
e	16	150
e	16	152
e	16	154
e	16	155
e	16	156
e	16	158
e	16	159
e	16	160
e	16	162
e	16	163
e	16	164
e	16	167
e	16	170
e	16	172
e	16	174
e	16	175
e	16	176
e	16	182
e	16	186
e	16	187
e	16	190
e	16	192
e	16	195
e	16	197
e	16	198
e	16	199
e	17	20
e	17	22
e	17	23
e	17	24
e	17	26
e	17	30
e	17	31
e	17	32
e	17	33
e	17	34
e	17	37
e	17	38
e	17	40
e	17	43
e	17	44
e	17	45
e	17	46
e	17	48
e	17	55
e	17	56
e	17	58
e	17	59
e	17	61
e	17	62
e	17	64
e	17	66
e	17	68
e	17	70
e	17	71
e	17	73
e	17	74
e	17	75
e	17	76
e	17	77
e	17	78
e	17	79
e	17	80
e	17	84
e	17	88
e	17	90
e	17	91
e	17	92
e	17	97
e	17	100
e	17	101
e	17	103
e	17	105
e	17	106
e	17	108
e	17	109
e	17	110
e	17	111
e	17	113
e	17	117
e	17	123
e	17	127
e	17	130
e	17	131
e	17	132
e	17	134
e	17	135
e	17	137
e	17	138
e	17	142
e	17	151
e	17	154
e	17	156
e	17	158
e	17	159
e	17	162
e	17	163
e	17	164
e	17	166
e	17	170
e	17	171
e	17	172
e	17	176
e	17	182
e	17	183
e	17	185
e	17	186
e	17	188
e	17	189
e	17	190
e	17	193
e	17	194
e	17	197
e	17	198
e	17	200
e	18	19
e	18	20
e	18	21
e	18	25
e	18	26
e	18	30
e	18	33
e	18	34
e	18	35
e	18	36
e	18	37
e	18	39
e	18	40
e	18	41
e	18	45
e	18	46
e	18	48
e	18	52
e	18	54
e	18	55
e	18	57
e	18	58
e	18	62
e	18	63
e	18	64
e	18	65
e	18	66
e	18	70
e	18	73
e	18	77
e	18	80
e	18	81
e	18	82
e	18	84
e	18	85
e	18	88
e	18	89
e	18	91
e	18	92
e	18	93
e	18	96
e	18	97
e	18	99
e	18	101
e	18	102
e	18	105
e	18	106
e	18	108
e	18	110
e	18	115
e	18	116
e	18	120
e	18	122
e	18	124
e	18	125
e	18	126
e	18	129
e	18	130
e	18	131
e	18	138
e	18	140
e	18	144
e	18	145
e	18	149
e	18	150
e	18	152
e	18	155
e	18	156
e	18	157
e	18	160
e	18	164
e	18	168
e	18	169
e	18	176
e	18	177
e	18	181
e	18	182
e	18	183
e	18	184
e	18	187
e	18	189
e	18	190
e	18	191
e	18	193
e	18	194
e	18	196
e	18	197
e	18	199
e	18	200
e	19	21
e	19	24
e	19	32
e	19	33
e	19	38
e	19	39
e	19	43
e	19	44
e	19	48
e	19	49
e	19	50
e	19	53
e	19	54
e	19	55
e	19	56
e	19	58
e	19	61
e	19	63
e	19	64
e	19	66
e	19	67
e	19	71
e	19	78
e	19	79
e	19	81
e	19	82
e	19	88
e	19	90
e	19	91
e	19	94
e	19	95
e	19	99
e	19	100
e	19	101
e	19	102
e	19	106
e	19	107
e	19	108
e	19	109
e	19	112
e	19	114
e	19	115
e	19	116
e	19	117
e	19	119
e	19	120
e	19	121
e	19	122
e	19	123
e	19	124
e	19	127
e	19	129
e	19	131
e	19	133
e	19	135
e	19	137
e	19	138
e	19	140
e	19	141
e	19	142
e	19	143
e	19	149
e	19	151
e	19	154
e	19	156
e	19	160
e	19	165
e	19	170
e	19	171
e	19	172
e	19	176
e	19	180
e	19	181
e	19	183
e	19	187
e	19	191
e	19	193
e	19	198
e	20	21
e	20	22
e	20	23
e	20	24
e	20	26
e	20	29
e	20	30
e	20	32
e	20	33
e	20	34
e	20	35
e	20	38
e	20	39
e	20	40
e	20	41
e	20	45
e	20	46
e	20	48
e	20	49
e	20	50
e	20	51
e	20	53
e	20	54
e	20	57
e	20	60
e	20	62
e	20	63
e	20	64
e	20	67
e	20	68
e	20	69
e	20	71
e	20	72
e	20	73
e	20	74
e	20	77
e	20	79
e	20	80
e	20	86
e	20	87
e	20	90
e	20	92
e	20	93
e	20	97
e	20	98
e	20	100
e	20	101
e	20	103
e	20	106
e	20	107
e	20	108
e	20	111
e	20	112
e	20	116
e	20	117
e	20	118
e	20	120
e	20	121
e	20	126
e	20	127
e	20	128
e	20	129
e	20	132
e	20	133
e	20	134
e	20	137
e	20	138
e	20	139
e	20	140
e	20	141
e	20	143
e	20	144
e	20	146
e	20	148
e	20	149
e	20	150
e	20	151
e	20	153
e	20	154
e	20	155
e	20	156
e	20	157
e	20	161
e	20	162
e	20	163
e	20	165
e	20	166
e	20	167
e	20	168
e	20	170
e	20	171
e	20	172
e	20	174
e	20	175
e	20	177
e	20	181
e	20	183
e	20	185
e	20	186
e	20	187
e	20	190
e	20	191
e	20	195
e	20	196
e	20	198
e	20	200
e	21	25
e	21	26
e	21	27
e	21	28
e	21	29
e	21	30
e	21	32
e	21	33
e	21	35
e	21	36
e	21	40
e	21	41
e	21	44
e	21	45
e	21	48
e	21	49
e	21	55
e	21	57
e	21	58
e	21	59
e	21	63
e	21	64
e	21	66
e	21	72
e	21	73
e	21	77
e	21	78
e	21	79
e	21	81
e	21	83
e	21	85
e	21	86
e	21	92
e	21	95
e	21	96
e	21	97
e	21	98
e	21	99
e	21	100
e	21	101
e	21	102
e	21	105
e	21	106
e	21	107
e	21	109
e	21	111
e	21	114
e	21	117
e	21	118
e	21	123
e	21	125
e	21	126
e	21	127
e	21	128
e	21	133
e	21	137
e	21	138
e	21	141
e	21	143
e	21	145
e	21	146
e	21	147
e	21	148
e	21	149
e	21	153
e	21	154
e	21	155
e	21	157
e	21	158
e	21	159
e	21	162
e	21	164
e	21	165
e	21	166
e	21	167
e	21	170
e	21	171
e	21	172
e	21	179
e	21	180
e	21	181
e	21	186
e	21	187
e	21	188
e	21	190
e	21	191
e	21	197
e	21	199
e	22	25
e	22	26
e	22	27
e	22	28
e	22	29
e	22	30
e	22	31
e	22	35
e	22	37
e	22	38
e	22	39
e	22	40
e	22	41
e	22	43
e	22	45
e	22	46
e	22	50
e	22	51
e	22	52
e	22	53
e	22	56
e	22	57
e	22	58
e	22	59
e	22	60
e	22	61
e	22	65
e	22	66
e	22	70
e	22	71
e	22	73
e	22	74
e	22	77
e	22	78
e	22	80
e	22	84
e	22	86
e	22	88
e	22	93
e	22	95
e	22	96
e	22	97
e	22	99
e	22	102
e	22	103
e	22	106
e	22	108
e	22	111
e	22	112
e	22	116
e	22	118
e	22	124
e	22	125
e	22	128
e	22	130
e	22	131
e	22	133
e	22	134
e	22	137
e	22	138
e	22	139
e	22	144
e	22	145
e	22	147
e	22	148
e	22	153
e	22	154
e	22	156
e	22	157
e	22	159
e	22	160
e	22	164
e	22	165
e	22	166
e	22	167
e	22	169
e	22	170
e	22	171
e	22	172
e	22	175
e	22	177
e	22	178
e	22	180
e	22	181
e	22	185
e	22	186
e	22	188
e	22	189
e	22	191
e	22	192
e	22	197
e	23	24
e	23	27
e	23	29
e	23	33
e	23	34
e	23	35
e	23	37
e	23	39
e	23	40
e	23	42
e	23	43
e	23	44
e	23	48
e	23	49
e	23	50
e	23	54
e	23	55
e	23	58
e	23	60
e	23	61
e	23	65
e	23	67
e	23	70
e	23	72
e	23	73
e	23	74
e	23	76
e	23	77
e	23	79
e	23	81
e	23	82
e	23	83
e	23	85
e	23	86
e	23	89
e	23	93
e	23	94
e	23	98
e	23	100
e	23	102
e	23	105
e	23	107
e	23	110
e	23	111
e	23	114
e	23	115
e	23	116
e	23	117
e	23	119
e	23	120
e	23	121
e	23	122
e	23	126
e	23	129
e	23	132
e	23	133
e	23	137
e	23	139
e	23	140
e	23	145
e	23	146
e	23	148
e	23	149
e	23	154
e	23	155
e	23	156
e	23	157
e	23	163
e	23	164
e	23	165
e	23	166
e	23	167
e	23	172
e	23	173
e	23	174
e	23	177
e	23	178
e	23	179
e	23	180
e	23	181
e	23	184
e	23	185
e	23	186
e	23	187
e	23	188
e	23	189
e	23	191
e	23	192
e	23	193
e	23	194
e	23	196
e	23	198
e	23	200
e	24	25
e	24	27
e	24	31
e	24	32
e	24	35
e	24	37
e	24	38
e	24	41
e	24	45
e	24	47
e	24	48
e	24	49
e	24	50
e	24	54
e	24	57
e	24	59
e	24	65
e	24	66
e	24	69
e	24	70
e	24	71
e	24	72
e	24	74
e	24	75
e	24	79
e	24	80
e	24	81
e	24	82
e	24	85
e	24	92
e	24	93
e	24	94
e	24	96
e	24	97
e	24	98
e	24	99
e	24	102
e	24	103
e	24	107
e	24	108
e	24	109
e	24	111
e	24	112
e	24	114
e	24	119
e	24	120
e	24	128
e	24	129
e	24	133
e	24	135
e	24	136
e	24	137
e	24	144
e	24	148
e	24	149
e	24	150
e	24	151
e	24	154
e	24	157
e	24	158
e	24	159
e	24	161
e	24	162
e	24	163
e	24	164
e	24	165
e	24	167
e	24	168
e	24	169
e	24	170
e	24	173
e	24	175
e	24	176
e	24	177
e	24	178
e	24	179
e	24	182
e	24	183
e	24	187
e	24	188
e	24	189
e	24	190
e	24	191
e	24	192
e	24	193
e	24	194
e	24	195
e	24	197
e	24	198
e	24	200
e	25	29
e	25	30
e	25	33
e	25	34
e	25	40
e	25	41
e	25	42
e	25	43
e	25	46
e	25	47
e	25	48
e	25	49
e	25	52
e	25	57
e	25	59
e	25	60
e	25	66
e	25	67
e	25	69
e	25	70
e	25	72
e	25	81
e	25	82
e	25	91
e	25	92
e	25	95
e	25	98
e	25	101
e	25	104
e	25	106
e	25	108
e	25	111
e	25	112
e	25	114
e	25	117
e	25	118
e	25	122
e	25	125
e	25	127
e	25	128
e	25	130
e	25	131
e	25	132
e	25	136
e	25	137
e	25	142
e	25	143
e	25	145
e	25	147
e	25	150
e	25	151
e	25	154
e	25	157
e	25	165
e	25	167
e	25	169
e	25	173
e	25	175
e	25	176
e	25	177
e	25	178
e	25	179
e	25	182
e	25	186
e	25	188
e	25	189
e	25	195
e	25	196
e	25	197
e	25	198
e	25	199
e	26	28
e	26	30
e	26	31
e	26	33
e	26	36
e	26	37
e	26	40
e	26	44
e	26	47
e	26	51
e	26	52
e	26	54
e	26	57
e	26	58
e	26	60
e	26	61
e	26	63
e	26	64
e	26	66
e	26	67
e	26	68
e	26	71
e	26	80
e	26	83
e	26	85
e	26	86
e	26	87
e	26	88
e	26	89
e	26	92
e	26	93
e	26	94
e	26	97
e	26	98
e	26	100
e	26	101
e	26	104
e	26	106
e	26	107
e	26	109
e	26	110
e	26	116
e	26	117
e	26	118
e	26	125
e	26	126
e	26	128
e	26	129
e	26	131
e	26	132
e	26	133
e	26	135
e	26	137
e	26	141
