n	200
s	87	8
s	88	5
s	89	3
s	90	3
s	91	5
s	92	10
s	93	3
s	94	10
s	95	4
s	96	5
s	97	10
s	98	2
s	99	6
s	100	9
s	101	3
s	102	6
s	103	8
s	104	2
s	105	5
s	106	10
s	107	4
s	108	6
s	109	1
s	110	9
s	111	6
s	112	7
s	113	9
s	114	10
s	115	3
s	116	8
s	117	9
s	118	7
s	119	2
s	120	5
s	121	10
s	122	5
s	123	9
s	124	9
s	125	3
s	126	8
s	127	3
s	128	8
s	129	9
s	130	3
s	131	9
s	132	1
s	133	8
s	134	9
s	135	2
s	136	9
s	137	5
s	138	6
s	139	3
s	140	9
s	141	10
s	142	2
s	143	7
s	144	6
s	145	4
s	146	3
s	147	6
s	148	8
s	149	2
s	150	4
s	151	4
s	152	7
s	153	9
s	154	9
s	155	1
s	156	6
s	157	8
s	158	1
s	159	1
s	160	9
s	161	10
s	162	10
s	163	3
s	164	4
s	165	6
s	166	8
s	167	6
s	168	2
s	169	9
s	170	8
s	171	9
s	172	3
s	173	4
s	174	7
s	175	2
s	176	5
s	177	3
s	178	4
s	179	10
s	180	8
s	181	6
s	182	8
s	183	9
s	184	1
s	185	3
s	186	5
s	187	8
s	188	1
s	189	8
s	190	4
s	191	5
s	192	7
s	193	5
s	194	2
s	195	4
s	196	3
s	197	1
s	198	7
s	199	5
s	200	6
p	1	8
p	2	16
p	3	17
p	4	20
p	5	20
p	6	10
p	7	8
p	8	15
p	9	5
p	10	11
p	11	15
p	12	5
p	13	11
p	14	16
p	15	17
p	16	17
p	17	15
p	18	20
p	19	8
p	20	20
p	21	13
p	22	19
p	23	12
p	24	8
p	25	18
p	26	12
p	27	11
p	28	18
p	29	14
p	30	20
p	31	9
p	32	7
p	33	18
p	34	13
p	35	12
p	36	20
p	37	7
p	38	14
p	39	11
p	40	14
p	41	7
p	42	15
p	43	19
p	44	16
p	45	11
p	46	9
p	47	18
p	48	7
p	49	6
p	50	15
p	51	7
p	52	13
p	53	13
p	54	14
p	55	19
p	56	12
p	57	7
p	58	16
p	59	18
p	60	13
p	61	5
p	62	10
p	63	19
p	64	12
p	65	16
p	66	13
p	67	11
p	68	8
p	69	13
p	70	17
p	71	10
p	72	18
p	73	15
p	74	7
p	75	8
p	76	20
p	77	5
p	78	13
p	79	5
p	80	18
p	81	14
p	82	14
p	83	16
p	84	6
p	85	12
p	86	19
p	87	19
p	88	19
p	89	7
p	90	5
p	91	12
p	92	9
p	93	18
p	94	17
p	95	17
p	96	12
p	97	12
p	98	8
p	99	20
p	100	20
p	101	11
p	102	11
p	103	6
p	104	12
p	105	10
p	106	20
p	107	17
p	108	7
p	109	9
p	110	18
p	111	14
p	112	6
p	113	10
p	114	7
p	115	15
p	116	6
p	117	13
p	118	13
p	119	10
p	120	7
p	121	10
p	122	8
p	123	5
p	124	5
p	125	15
p	126	7
p	127	13
p	128	10
p	129	20
p	130	13
p	131	14
p	132	7
p	133	17
p	134	10
p	135	18
p	136	12
p	137	13
p	138	6
p	139	20
p	140	12
p	141	13
p	142	6
p	143	12
p	144	10
p	145	7
p	146	20
p	147	14
p	148	18
p	149	19
p	150	18
p	151	6
p	152	12
p	153	20
p	154	12
p	155	11
p	156	18
p	157	6
p	158	9
p	159	11
p	160	11
p	161	17
p	162	8
p	163	7
p	164	5
p	165	13
p	166	9
p	167	9
p	168	15
p	169	7
p	170	10
p	171	13
p	172	12
p	173	16
p	174	6
p	175	6
p	176	8
p	177	12
p	178	10
p	179	14
p	180	6
p	181	19
p	182	16
p	183	14
p	184	11
p	185	9
p	186	5
p	187	5
p	188	10
p	189	6
p	190	17
p	191	12
p	192	16
p	193	14
p	194	5
p	195	6
p	196	7
p	197	15
p	198	17
p	199	20
p	200	6
