n	100
e	14	74
e	14	76
e	14	84
e	14	89
e	14	92
e	14	94
e	14	96
e	14	99
e	15	20
e	15	21
e	15	22
e	15	26
e	15	28
e	15	29
e	15	30
e	15	31
e	15	32
e	15	33
e	15	37
e	15	41
e	15	46
e	15	47
e	15	48
e	15	49
e	15	51
e	15	52
e	15	53
e	15	56
e	15	57
e	15	58
e	15	60
e	15	61
e	15	63
e	15	64
e	15	65
e	15	66
e	15	68
e	15	74
e	15	77
e	15	78
e	15	82
e	15	86
e	15	91
e	15	93
e	15	94
e	15	96
e	15	99
e	16	21
e	16	24
e	16	25
e	16	26
e	16	28
e	16	31
e	16	43
e	16	44
e	16	47
e	16	48
e	16	53
e	16	55
e	16	56
e	16	57
e	16	59
e	16	64
e	16	67
e	16	68
e	16	70
e	16	73
e	16	74
e	16	75
e	16	76
e	16	77
e	16	78
e	16	80
e	16	81
e	16	85
e	16	87
e	16	88
e	16	91
e	16	92
e	16	94
e	16	95
e	16	97
e	16	99
e	17	19
e	17	20
e	17	22
e	17	23
e	17	24
e	17	25
e	17	30
e	17	31
e	17	32
e	17	36
e	17	37
e	17	38
e	17	39
e	17	43
e	17	46
e	17	47
e	17	48
e	17	49
e	17	50
e	17	51
e	17	52
e	17	54
e	17	55
e	17	56
e	17	58
e	17	59
e	17	63
e	17	64
e	17	71
e	17	72
e	17	73
e	17	74
e	17	76
e	17	79
e	17	80
e	17	82
e	17	85
e	17	87
e	17	88
e	17	89
e	17	91
e	17	93
e	17	97
e	17	98
e	18	19
e	18	21
e	18	22
e	18	27
e	18	28
e	18	31
e	18	32
e	18	33
e	18	36
e	18	37
e	18	39
e	18	40
e	18	41
e	18	42
e	18	44
e	18	45
e	18	46
e	18	49
e	18	50
e	18	51
e	18	54
e	18	55
e	18	61
e	18	62
e	18	65
e	18	66
e	18	69
e	18	72
e	18	73
e	18	75
e	18	77
e	18	78
e	18	79
e	18	80
e	18	81
e	18	82
e	18	83
e	18	87
e	18	89
e	18	90
e	18	91
e	18	93
e	18	98
e	18	99
e	19	21
e	19	22
e	19	23
e	19	24
e	19	27
e	19	29
e	19	30
e	19	31
e	19	32
e	19	33
e	19	34
e	19	36
e	19	39
e	19	40
e	19	42
e	19	43
e	19	44
e	19	45
e	19	46
e	19	49
e	19	52
e	19	54
e	19	56
e	19	57
e	19	58
e	19	59
e	19	62
e	19	63
e	19	64
e	19	71
e	19	72
e	19	78
e	19	80
e	19	82
e	19	85
e	19	87
e	19	88
e	19	90
e	19	93
e	19	96
e	19	97
e	19	100
e	20	21
e	20	23
e	20	25
e	20	26
e	20	27
e	20	30
e	20	35
e	20	36
e	20	37
e	20	39
e	20	42
e	20	45
e	20	48
e	20	50
e	20	53
e	20	55
e	20	56
e	20	57
e	20	59
e	20	60
e	20	61
e	20	63
e	20	68
e	20	71
e	20	72
e	20	73
e	20	77
e	20	80
e	20	84
e	20	86
e	20	88
e	20	89
e	20	92
e	20	93
e	20	95
e	20	97
e	20	99
e	20	100
e	21	26
e	21	27
e	21	28
e	21	30
e	21	31
e	21	33
e	21	34
e	21	40
e	21	41
e	21	42
e	21	43
e	21	45
e	21	46
e	21	47
e	21	49
e	21	50
e	21	54
e	21	55
e	21	57
e	21	64
e	21	67
e	21	68
e	21	69
e	21	78
e	21	79
e	21	81
e	21	85
e	21	90
e	21	93
e	21	94
e	21	100
e	22	23
e	22	25
e	22	26
e	22	27
e	22	29
e	22	31
e	22	32
e	22	34
e	22	37
e	22	39
e	22	41
e	22	42
e	22	45
e	22	46
e	22	47
e	22	49
e	22	50
e	22	51
e	22	53
e	22	55
e	22	56
e	22	58
e	22	60
e	22	62
e	22	65
e	22	69
e	22	71
e	22	72
e	22	73
e	22	74
e	22	75
e	22	76
e	22	80
e	22	81
e	22	84
e	22	85
e	22	87
e	22	92
e	22	94
e	22	97
e	23	27
e	23	29
e	23	30
e	23	34
e	23	37
e	23	39
e	23	42
e	23	43
e	23	45
e	23	46
e	23	47
e	23	48
e	23	49
e	23	51
e	23	54
e	23	55
e	23	56
e	23	62
e	23	65
e	23	66
e	23	67
e	23	68
e	23	72
e	23	76
e	23	82
e	23	86
e	23	87
e	23	88
e	23	90
e	23	93
e	23	95
e	23	99
e	23	100
e	24	25
e	24	26
e	24	27
e	24	29
e	24	30
e	24	31
e	24	34
e	24	35
e	24	38
e	24	40
e	24	42
e	24	43
e	24	45
e	24	46
e	24	48
e	24	50
e	24	51
e	24	52
e	24	60
e	24	61
e	24	63
e	24	65
e	24	67
e	24	68
e	24	69
e	24	71
e	24	72
e	24	73
e	24	79
e	24	81
e	24	82
e	24	83
e	24	87
e	24	92
e	24	94
e	24	96
e	24	97
e	24	98
e	25	26
e	25	28
e	25	29
e	25	34
e	25	38
e	25	39
e	25	40
e	25	41
e	25	45
e	25	46
e	25	47
e	25	48
e	25	54
e	25	58
e	25	60
e	25	61
e	25	65
e	25	66
e	25	67
e	25	70
e	25	71
e	25	72
e	25	77
e	25	80
e	25	81
e	25	83
e	25	85
e	25	86
e	25	87
e	25	88
e	25	89
e	25	92
e	25	93
e	25	94
e	25	95
e	25	100
e	26	27
e	26	28
e	26	30
e	26	32
e	26	33
e	26	36
e	26	37
e	26	38
e	26	39
e	26	40
e	26	41
e	26	42
e	26	43
e	26	44
e	26	48
e	26	49
e	26	52
e	26	54
e	26	58
e	26	60
e	26	61
e	26	63
e	26	66
e	26	68
e	26	69
e	26	70
e	26	73
e	26	75
e	26	77
e	26	78
e	26	80
e	26	82
e	26	86
e	26	88
e	26	89
e	26	90
e	26	91
e	26	92
e	26	94
e	26	95
e	26	96
e	26	100
e	27	28
e	27	29
e	27	32
e	27	33
e	27	36
e	27	38
e	27	39
e	27	41
e	27	43
e	27	44
e	27	47
e	27	48
e	27	49
e	27	50
e	27	51
e	27	52
e	27	56
e	27	58
e	27	59
e	27	61
e	27	62
e	27	63
e	27	65
e	27	66
e	27	69
e	27	71
e	27	73
e	27	74
e	27	75
e	27	76
e	27	77
e	27	79
e	27	80
e	27	81
e	27	83
e	27	86
e	27	87
e	27	88
e	27	89
e	27	92
e	27	93
e	27	94
e	27	95
e	27	96
e	27	97
e	27	98
e	27	99
e	27	100
e	28	29
e	28	31
e	28	33
e	28	36
e	28	37
e	28	39
e	28	42
e	28	44
e	28	46
e	28	49
e	28	51
e	28	56
e	28	58
e	28	62
e	28	63
e	28	65
e	28	68
e	28	70
e	28	71
e	28	74
e	28	77
e	28	81
e	28	82
e	28	83
e	28	85
e	28	87
e	28	88
e	28	92
e	28	96
e	28	97
e	28	99
e	29	31
e	29	33
e	29	35
e	29	36
e	29	41
e	29	44
e	29	48
e	29	49
e	29	51
e	29	52
e	29	53
e	29	55
e	29	59
e	29	63
e	29	64
e	29	66
e	29	68
e	29	76
e	29	78
e	29	79
e	29	82
e	29	83
e	29	84
e	29	93
e	29	94
e	29	96
e	29	99
e	30	32
e	30	33
e	30	34
e	30	35
e	30	37
e	30	42
e	30	43
e	30	44
e	30	45
e	30	47
e	30	48
e	30	50
e	30	51
e	30	52
e	30	54
e	30	55
e	30	56
e	30	60
e	30	64
e	30	65
e	30	66
e	30	68
e	30	69
e	30	70
e	30	71
e	30	75
e	30	78
e	30	79
e	30	80
e	30	81
e	30	83
e	30	87
e	30	88
e	30	90
e	30	92
e	30	93
e	30	94
e	30	95
e	30	96
e	30	97
e	30	98
e	30	99
e	30	100
e	31	32
e	31	33
e	31	38
e	31	39
e	31	42
e	31	43
e	31	46
e	31	47
e	31	48
e	31	49
e	31	50
e	31	51
e	31	52
e	31	53
e	31	54
e	31	55
e	31	63
e	31	65
e	31	66
e	31	67
e	31	68
e	31	70
e	31	72
e	31	73
e	31	74
e	31	75
e	31	76
e	31	77
e	31	79
e	31	80
e	31	83
e	31	84
e	31	86
e	31	87
e	31	90
e	31	92
e	31	93
e	31	99
e	32	33
e	32	36
e	32	37
e	32	38
e	32	39
e	32	40
e	32	41
e	32	43
e	32	44
e	32	45
e	32	46
e	32	47
e	32	50
e	32	51
e	32	53
e	32	54
e	32	55
e	32	58
e	32	59
e	32	61
e	32	62
e	32	65
e	32	66
e	32	71
e	32	72
e	32	74
e	32	75
e	32	79
e	32	80
e	32	81
e	32	84
e	32	86
e	32	88
e	32	90
e	32	93
e	32	96
e	32	99
e	32	100
e	33	37
e	33	38
e	33	40
e	33	41
e	33	43
e	33	44
e	33	45
e	33	46
e	33	47
e	33	48
e	33	49
e	33	50
e	33	55
e	33	56
e	33	57
e	33	58
e	33	59
e	33	61
e	33	62
e	33	64
e	33	68
e	33	71
e	33	72
e	33	74
e	33	76
e	33	77
e	33	78
e	33	79
e	33	80
e	33	82
e	33	83
e	33	84
e	33	85
e	33	86
e	33	87
e	33	90
e	33	91
e	33	92
e	33	94
e	33	95
e	33	96
e	33	98
e	33	99
e	33	100
e	34	38
e	34	39
e	34	44
e	34	48
e	34	50
e	34	51
e	34	54
e	34	55
e	34	57
e	34	61
e	34	62
e	34	65
e	34	73
e	34	77
e	34	79
e	34	80
e	34	81
e	34	82
e	34	83
e	34	87
e	34	88
e	34	91
e	34	95
e	34	97
e	34	98
e	34	99
e	35	36
e	35	38
e	35	39
e	35	41
e	35	45
e	35	46
e	35	47
e	35	48
e	35	49
e	35	51
e	35	53
e	35	54
e	35	56
e	35	58
e	35	61
e	35	64
e	35	66
e	35	67
e	35	68
e	35	70
e	35	73
e	35	79
e	35	81
e	35	82
e	35	83
e	35	85
e	35	87
e	35	88
e	35	90
e	35	91
e	35	94
e	35	95
e	35	97
e	35	98
e	35	100
e	36	37
e	36	40
e	36	42
e	36	43
e	36	48
e	36	50
e	36	53
e	36	55
e	36	63
e	36	64
e	36	65
e	36	66
e	36	68
e	36	69
e	36	71
e	36	72
e	36	74
e	36	75
e	36	76
e	36	77
e	36	78
e	36	80
e	36	83
e	36	87
e	36	88
e	36	89
e	36	90
e	36	92
e	36	93
e	36	94
e	36	96
e	36	97
e	36	98
e	36	100
e	37	38
e	37	39
e	37	41
e	37	43
e	37	47
e	37	49
e	37	53
e	37	55
e	37	56
e	37	57
e	37	59
e	37	65
e	37	68
e	37	69
e	37	73
e	37	74
e	37	75
e	37	76
e	37	79
e	37	80
e	37	82
e	37	83
e	37	84
e	37	85
e	37	86
e	37	87
e	37	88
e	37	89
e	37	90
e	37	92
e	37	95
e	37	96
e	37	99
e	38	39
e	38	40
e	38	41
e	38	42
e	38	43
e	38	45
e	38	47
e	38	48
e	38	50
e	38	51
e	38	52
e	38	54
e	38	55
e	38	57
e	38	59
e	38	60
e	38	61
e	38	62
e	38	64
e	38	65
e	38	66
e	38	68
e	38	71
e	38	72
e	38	77
e	38	80
e	38	82
e	38	84
e	38	86
e	38	87
e	38	89
e	38	92
e	38	93
e	38	95
e	38	97
e	38	99
e	39	40
e	39	41
e	39	42
e	39	43
e	39	44
e	39	46
e	39	47
e	39	48
e	39	49
e	39	53
e	39	56
e	39	57
e	39	60
e	39	61
e	39	62
e	39	63
e	39	65
e	39	67
e	39	68
e	39	71
e	39	77
e	39	80
e	39	82
e	39	83
e	39	84
e	39	85
e	39	87
e	39	89
e	39	91
e	39	92
e	39	93
e	39	94
e	39	96
e	39	97
e	39	100
e	40	43
e	40	45
e	40	47
e	40	49
e	40	50
e	40	52
e	40	53
e	40	54
e	40	60
e	40	61
e	40	66
e	40	67
e	40	68
e	40	69
e	40	71
e	40	72
e	40	74
e	40	77
e	40	78
e	40	79
e	40	80
e	40	81
e	40	83
e	40	85
e	40	86
e	40	87
e	40	92
e	40	93
e	40	94
e	40	96
e	40	97
e	40	98
e	40	100
e	41	42
e	41	43
e	41	49
e	41	51
e	41	56
e	41	57
e	41	59
e	41	60
e	41	61
e	41	63
e	41	65
e	41	69
e	41	72
e	41	73
e	41	74
e	41	76
e	41	77
e	41	78
e	41	80
e	41	83
e	41	84
e	41	85
e	41	86
e	41	87
e	41	90
e	41	91
e	41	92
e	41	93
e	41	99
e	42	43
e	42	44
e	42	45
e	42	49
e	42	51
e	42	54
e	42	55
e	42	56
e	42	58
e	42	62
e	42	63
e	42	65
e	42	68
e	42	70
e	42	72
e	42	73
e	42	79
e	42	84
e	42	85
e	42	87
e	42	89
e	42	90
e	42	93
e	42	94
e	42	96
e	42	97
e	42	98
e	42	100
e	43	46
e	43	47
e	43	48
e	43	49
e	43	52
e	43	53
e	43	54
e	43	55
e	43	56
e	43	59
e	43	60
e	43	61
e	43	63
e	43	64
e	43	65
e	43	68
e	43	69
e	43	70
e	43	71
e	43	76
e	43	78
e	43	80
e	43	82
e	43	83
e	43	84
e	43	86
e	43	87
e	43	89
e	43	92
e	43	93
e	43	95
e	43	96
e	43	99
e	44	46
e	44	47
e	44	48
e	44	50
e	44	52
e	44	53
e	44	57
e	44	58
e	44	60
e	44	64
e	44	69
e	44	70
e	44	72
e	44	73
e	44	74
e	44	76
e	44	80
e	44	81
e	44	83
e	44	84
e	44	85
e	44	88
e	44	93
e	44	94
e	44	95
e	44	96
e	44	97
e	44	98
e	44	99
e	45	47
e	45	49
e	45	51
e	45	52
e	45	58
e	45	61
e	45	62
e	45	64
e	45	65
e	45	66
e	45	67
e	45	68
e	45	69
e	45	70
e	45	72
e	45	73
e	45	74
e	45	75
e	45	78
e	45	80
e	45	82
e	45	85
e	45	91
e	45	94
e	45	95
e	45	97
e	45	99
e	45	100
e	46	47
e	46	48
e	46	50
e	46	51
e	46	52
e	46	53
e	46	55
e	46	61
e	46	63
e	46	64
e	46	66
e	46	67
e	46	70
e	46	73
e	46	74
e	46	76
e	46	77
e	46	80
e	46	82
e	46	89
e	46	90
e	46	94
e	46	96
e	46	97
e	47	48
e	47	50
e	47	51
e	47	53
e	47	54
e	47	56
e	47	58
e	47	59
e	47	60
e	47	61
e	47	62
e	47	63
e	47	64
e	47	65
e	47	67
e	47	68
e	47	72
e	47	74
e	47	77
e	47	80
e	47	81
e	47	83
e	47	84
e	47	85
e	47	86
e	47	89
e	47	90
e	47	91
e	47	92
e	47	93
e	47	94
e	47	95
e	47	96
e	47	97
e	47	100
e	48	49
e	48	50
e	48	51
e	48	53
e	48	55
e	48	59
e	48	60
e	48	63
e	48	64
e	48	67
e	48	70
e	48	71
e	48	74
e	48	76
e	48	77
e	48	79
e	48	82
e	48	85
e	48	87
e	48	89
e	48	90
e	48	92
e	48	93
e	48	96
e	48	97
e	49	54
e	49	57
e	49	58
e	49	59
e	49	60
e	49	61
e	49	62
e	49	63
e	49	65
e	49	70
e	49	71
e	49	79
e	49	80
e	49	82
e	49	83
e	49	86
e	49	87
e	49	88
e	49	89
e	49	92
e	49	93
e	49	94
e	49	97
e	49	98
e	49	100
e	50	54
e	50	56
e	50	57
e	50	58
e	50	61
e	50	64
e	50	66
e	50	67
e	50	70
e	50	71
e	50	72
e	50	73
e	50	74
e	50	76
e	50	77
e	50	83
e	50	84
e	50	86
e	50	88
e	50	89
e	50	90
e	50	91
e	50	94
e	50	97
e	50	100
e	51	52
e	51	53
e	51	55
e	51	56
e	51	59
e	51	60
e	51	61
e	51	62
e	51	63
e	51	64
e	51	65
e	51	67
e	51	69
e	51	70
e	51	71
e	51	73
e	51	74
e	51	76
e	51	77
e	51	79
e	51	80
e	51	82
e	51	83
e	51	84
e	51	86
e	51	87
e	51	88
e	51	89
e	51	92
e	51	94
e	51	95
e	51	96
e	51	100
e	52	56
e	52	58
e	52	60
e	52	61
e	52	63
e	52	65
e	52	67
e	52	68
e	52	70
e	52	71
e	52	73
e	52	74
e	52	75
e	52	80
e	52	82
e	52	83
e	52	84
e	52	85
e	52	86
e	52	87
e	52	91
e	52	96
e	52	97
e	52	99
e	53	54
e	53	55
e	53	57
e	53	59
e	53	60
e	53	62
e	53	66
e	53	67
e	53	68
e	53	69
e	53	70
e	53	74
e	53	75
e	53	76
e	53	78
e	53	82
e	53	89
e	53	90
e	53	94
e	53	96
e	54	57
e	54	58
e	54	59
e	54	62
e	54	63
e	54	66
e	54	67
e	54	69
e	54	70
e	54	79
e	54	81
e	54	84
e	54	86
e	54	91
e	54	94
e	54	95
e	54	97
e	54	98
e	55	58
e	55	59
e	55	60
e	55	61
e	55	63
e	55	66
e	55	69
e	55	70
e	55	72
e	55	79
e	55	86
e	55	87
e	55	88
e	55	89
e	55	90
e	55	91
e	55	95
e	55	98
e	56	58
e	56	59
e	56	60
e	56	61
e	56	62
e	56	64
e	56	65
e	56	66
e	56	68
e	56	69
e	56	77
e	56	78
e	56	79
e	56	80
e	56	81
e	56	82
e	56	83
e	56	85
e	56	86
e	56	89
e	56	90
e	56	91
e	56	94
e	56	96
e	56	98
e	56	99
e	57	62
e	57	65
e	57	69
e	57	70
e	57	71
e	57	72
e	57	73
e	57	74
e	57	75
e	57	76
e	57	79
e	57	82
e	57	86
e	57	87
e	57	88
e	57	92
e	57	94
e	57	95
e	57	97
e	57	98
e	57	100
e	58	62
e	58	63
e	58	64
e	58	66
e	58	67
e	58	73
e	58	76
e	58	78
e	58	79
e	58	80
e	58	82
e	58	83
e	58	84
e	58	85
e	58	87
e	58	88
e	58	90
e	58	92
e	58	94
e	58	95
e	58	97
e	58	98
e	58	100
e	59	60
e	59	61
e	59	62
e	59	63
e	59	64
e	59	68
e	59	69
e	59	72
e	59	73
e	59	74
e	59	75
e	59	78
e	59	79
e	59	80
e	59	81
e	59	82
e	59	83
e	59	86
e	59	87
e	59	89
e	59	90
e	59	91
e	59	92
e	59	93
e	59	95
e	59	96
e	59	97
e	59	98
e	59	99
e	60	61
e	60	62
e	60	63
e	60	68
e	60	70
e	60	71
e	60	75
e	60	76
e	60	77
e	60	78
e	60	82
e	60	83
e	60	87
e	60	89
e	60	91
e	60	95
e	60	99
e	61	62
e	61	63
e	61	64
e	61	66
e	61	67
e	61	71
e	61	72
e	61	73
e	61	76
e	61	77
e	61	78
e	61	79
e	61	80
e	61	81
e	61	82
e	61	88
e	61	91
e	61	92
e	61	99
e	61	100
e	62	63
e	62	64
e	62	66
e	62	67
e	62	68
e	62	69
e	62	70
e	62	72
e	62	73
e	62	74
e	62	75
e	62	76
e	62	77
e	62	78
e	62	79
e	62	80
e	62	85
e	62	89
e	62	90
e	62	92
e	62	93
e	62	94
e	62	95
e	62	97
e	62	98
e	62	99
e	62	100
e	63	68
e	63	69
e	63	71
e	63	73
e	63	77
e	63	79
e	63	81
e	63	83
e	63	85
e	63	86
e	63	88
e	63	89
e	63	90
e	63	92
e	63	93
e	63	94
e	63	97
e	64	65
e	64	67
e	64	70
e	64	71
e	64	73
e	64	74
e	64	75
e	64	77
e	64	83
e	64	85
e	64	86
e	64	88
e	64	90
e	64	91
e	64	92
e	64	94
e	64	95
e	64	98
e	65	70
e	65	75
e	65	77
e	65	78
e	65	81
e	65	85
e	65	87
e	65	92
e	65	93
e	65	94
e	65	97
e	65	98
e	65	99
e	65	100
e	66	68
e	66	70
e	66	73
e	66	76
e	66	77
e	66	80
e	66	84
e	66	85
e	66	86
e	66	88
e	66	90
e	66	92
e	66	99
e	67	68
e	67	71
e	67	73
e	67	75
e	67	76
e	67	79
e	67	81
e	67	83
e	67	85
e	67	86
e	67	87
e	67	88
e	67	90
e	67	91
e	67	92
e	67	93
e	67	96
e	67	98
e	67	99
e	67	100
e	68	70
e	68	71
e	68	72
e	68	76
e	68	77
e	68	78
e	68	79
e	68	81
e	68	83
e	68	84
e	68	87
e	68	88
e	68	89
e	68	90
e	68	92
e	68	94
e	68	95
e	68	98
e	68	99
e	68	100
e	69	70
e	69	72
e	69	73
e	69	75
e	69	76
e	69	77
e	69	79
e	69	80
e	69	84
e	69	85
e	69	86
e	69	87
e	69	88
e	69	90
e	69	93
e	69	97
e	69	98
e	69	99
e	69	100
e	70	74
e	70	75
e	70	78
e	70	79
e	70	80
e	70	81
e	70	82
e	70	83
e	70	86
e	70	88
e	70	90
e	70	91
e	70	92
e	70	93
e	70	95
e	70	97
e	70	99
e	70	100
e	71	74
e	71	77
e	71	78
e	71	86
e	71	87
e	71	91
e	71	93
e	71	98
e	71	100
e	72	74
e	72	75
e	72	76
e	72	78
e	72	82
e	72	83
e	72	90
e	72	91
e	72	92
e	72	93
e	72	95
e	72	97
e	73	78
e	73	81
e	73	82
e	73	83
e	73	86
e	73	87
e	73	89
e	73	90
e	73	91
