n	300
c	214	17
c	215	19
c	216	20
c	217	12
c	218	10
c	219	14
c	220	19
c	221	15
c	222	10
c	223	16
c	224	19
c	225	10
c	226	18
c	227	11
c	228	13
c	229	19
c	230	16
c	231	10
c	232	11
c	233	14
c	234	16
c	235	10
c	236	16
c	237	20
c	238	18
c	239	16
c	240	14
c	241	10
c	242	10
c	243	10
c	244	11
c	245	17
c	246	15
c	247	15
c	248	18
c	249	10
c	250	12
c	251	11
c	252	11
c	253	18
c	254	13
c	255	15
c	256	20
c	257	20
c	258	17
c	259	18
c	260	16
c	261	13
c	262	12
c	263	15
c	264	19
c	265	10
c	266	20
c	267	11
c	268	16
c	269	13
c	270	17
c	271	10
c	272	16
c	273	18
c	274	13
c	275	14
c	276	17
c	277	11
c	278	18
c	279	12
c	280	20
c	281	15
c	282	20
c	283	17
c	284	10
c	285	15
c	286	13
c	287	13
c	288	16
c	289	12
c	290	19
c	291	20
c	292	13
c	293	19
c	294	17
c	295	15
c	296	13
c	297	19
c	298	19
c	299	14
c	300	19
d	1	183
d	2	179
d	3	200
d	4	188
d	5	153
d	6	170
d	7	166
d	8	166
d	9	155
d	10	165
d	11	178
d	12	121
d	13	182
d	14	147
d	15	142
d	16	108
d	17	143
d	18	161
d	19	131
d	20	117
d	21	157
d	22	112
d	23	127
d	24	108
d	25	150
d	26	184
d	27	191
d	28	117
d	29	109
d	30	151
d	31	164
d	32	127
d	33	198
d	34	122
d	35	176
d	36	153
d	37	194
d	38	193
d	39	108
d	40	107
d	41	148
d	42	161
d	43	127
d	44	110
d	45	107
d	46	182
d	47	188
d	48	152
d	49	105
d	50	145
d	51	134
d	52	173
d	53	191
d	54	140
d	55	162
d	56	117
d	57	108
d	58	182
d	59	198
d	60	172
d	61	181
d	62	103
d	63	196
d	64	101
d	65	179
d	66	162
d	67	122
d	68	103
d	69	152
d	70	111
d	71	123
d	72	146
d	73	159
d	74	154
d	75	178
d	76	190
d	77	153
d	78	107
d	79	167
d	80	192
d	81	109
d	82	142
d	83	149
d	84	168
d	85	195
d	86	160
d	87	109
d	88	112
d	89	161
d	90	170
d	91	169
d	92	147
d	93	138
d	94	167
d	95	163
d	96	158
d	97	166
d	98	134
d	99	148
d	100	165
d	101	132
d	102	163
d	103	124
d	104	179
d	105	123
d	106	152
d	107	181
d	108	192
d	109	153
d	110	124
d	111	175
d	112	194
d	113	187
d	114	104
d	115	143
d	116	156
d	117	181
d	118	121
d	119	167
d	120	102
d	121	114
d	122	112
d	123	200
d	124	160
d	125	153
d	126	107
d	127	173
d	128	143
d	129	121
d	130	166
d	131	200
d	132	192
d	133	141
d	134	109
d	135	163
d	136	127
d	137	175
d	138	135
d	139	192
d	140	178
d	141	105
d	142	161
d	143	115
d	144	118
d	145	185
d	146	134
d	147	164
d	148	138
d	149	141
d	150	108
d	151	112
d	152	122
d	153	120
d	154	119
d	155	191
d	156	155
d	157	149
d	158	102
d	159	182
d	160	150
d	161	160
d	162	177
d	163	149
d	164	173
d	165	158
d	166	193
d	167	190
d	168	147
d	169	144
d	170	126
d	171	163
d	172	109
d	173	188
d	174	186
d	175	134
d	176	138
d	177	186
d	178	151
d	179	136
d	180	114
d	181	185
d	182	104
d	183	147
d	184	154
d	185	136
d	186	167
d	187	161
d	188	192
d	189	163
d	190	175
d	191	164
d	192	193
d	193	120
d	194	128
d	195	102
d	196	135
d	197	185
d	198	166
d	199	187
d	200	105
d	201	115
d	202	197
d	203	107
d	204	118
d	205	176
d	206	139
d	207	191
d	208	188
d	209	115
d	210	118
d	211	157
d	212	129
d	213	109
d	214	100
d	215	100
d	216	136
d	217	175
d	218	109
d	219	105
d	220	181
d	221	107
d	222	169
d	223	187
d	224	183
d	225	145
d	226	146
d	227	131
d	228	119
d	229	170
d	230	130
d	231	200
d	232	111
d	233	108
d	234	120
d	235	178
d	236	111
d	237	146
d	238	133
d	239	115
d	240	196
d	241	144
d	242	156
d	243	130
d	244	146
d	245	117
d	246	141
d	247	122
d	248	111
d	249	132
d	250	194
d	251	108
d	252	194
d	253	151
d	254	121
d	255	176
d	256	112
d	257	168
d	258	122
d	259	154
d	260	167
d	261	126
d	262	118
d	263	182
d	264	192
d	265	102
d	266	107
d	267	152
d	268	164
d	269	166
d	270	104
d	271	182
d	272	118
d	273	200
d	274	100
d	275	144
d	276	151
d	277	178
d	278	164
d	279	176
d	280	188
d	281	107
d	282	107
d	283	104
d	284	154
d	285	116
d	286	159
d	287	138
d	288	129
d	289	154
d	290	181
d	291	145
d	292	183
d	293	166
d	294	125
d	295	127
d	296	123
d	297	151
d	298	199
d	299	191
d	300	151
s	1	6
s	2	9
s	3	10
s	4	9
s	5	4
s	6	3
s	7	9
s	8	2
s	9	2
s	10	6
s	11	3
s	12	1
s	13	6
s	14	8
s	15	7
s	16	1
s	17	9
s	18	6
s	19	2
s	20	8
s	21	10
s	22	1
s	23	8
s	24	7
s	25	10
s	26	6
s	27	10
s	28	9
s	29	7
s	30	6
s	31	7
s	32	1
s	33	4
s	34	9
s	35	2
s	36	6
s	37	6
s	38	9
s	39	2
s	40	5
s	41	6
s	42	7
s	43	8
s	44	9
s	45	1
s	46	10
s	47	4
s	48	8
s	49	7
s	50	7
s	51	6
s	52	9
s	53	3
s	54	1
s	55	6
s	56	7
s	57	8
s	58	8
s	59	2
s	60	4
s	61	2
s	62	3
s	63	10
s	64	1
s	65	6
s	66	1
s	67	8
s	68	8
s	69	8
s	70	5
s	71	4
s	72	10
s	73	5
s	74	1
s	75	1
s	76	9
s	77	3
s	78	7
s	79	6
s	80	7
s	81	2
s	82	6
s	83	1
s	84	7
s	85	3
s	86	8
s	87	3
s	88	9
s	89	9
s	90	2
s	91	8
s	92	6
s	93	5
s	94	8
s	95	9
s	96	2
s	97	2
s	98	6
s	99	4
s	100	6
s	101	10
s	102	1
s	103	2
s	104	7
s	105	9
s	106	2
s	107	5
s	108	6
s	109	1
s	110	4
s	111	7
s	112	2
s	113	2
s	114	5
s	115	3
s	116	6
s	117	3
s	118	10
s	119	10
s	120	5
s	121	1
s	122	6
s	123	6
s	124	10
s	125	2
s	126	9
s	127	5
s	128	8
s	129	7
s	130	3
s	131	1
s	132	1
s	133	7
s	134	9
s	135	5
s	136	6
s	137	3
s	138	8
s	139	3
s	140	3
s	141	2
s	142	8
s	143	3
s	144	8
s	145	8
s	146	2
s	147	7
s	148	3
s	149	8
s	150	9
s	151	6
s	152	8
s	153	10
s	154	5
s	155	6
s	156	9
s	157	9
s	158	9
s	159	3
s	160	2
s	161	9
s	162	2
s	163	9
s	164	6
s	165	5
s	166	4
s	167	10
s	168	5
s	169	6
s	170	9
s	171	5
s	172	10
s	173	2
s	174	5
s	175	3
s	176	1
s	177	8
s	178	10
s	179	1
s	180	9
s	181	1
s	182	9
s	183	7
s	184	3
s	185	2
s	186	3
s	187	9
s	188	3
s	189	7
s	190	6
s	191	6
s	192	10
s	193	4
s	194	4
s	195	8
s	196	1
s	197	1
s	198	8
s	199	2
s	200	7
s	201	9
s	202	4
s	203	3
s	204	9
s	205	7
s	206	3
s	207	3
s	208	1
s	209	2
s	210	5
s	211	7
s	212	4
s	213	9
s	214	3
s	215	1
s	216	1
s	217	9
s	218	5
s	219	3
s	220	4
s	221	6
s	222	6
s	223	4
s	224	3
s	225	6
s	226	4
s	227	10
s	228	1
s	229	3
s	230	6
s	231	5
s	232	8
s	233	5
s	234	5
s	235	10
s	236	2
s	237	6
s	238	4
s	239	2
s	240	7
s	241	5
s	242	2
s	243	6
s	244	7
s	245	1
s	246	8
s	247	4
s	248	7
s	249	8
s	250	8
s	251	4
s	252	1
s	253	10
s	254	5
s	255	9
s	256	2
s	257	1
s	258	7
s	259	10
s	260	4
s	261	10
s	262	3
s	263	10
s	264	10
s	265	1
s	266	8
s	267	6
s	268	7
s	269	1
s	270	7
s	271	8
s	272	10
s	273	5
s	274	7
s	275	9
s	276	9
s	277	10
s	278	2
s	279	5
s	280	7
s	281	2
s	282	6
s	283	6
s	284	8
s	285	1
s	286	4
s	287	3
s	288	8
s	289	4
s	290	2
s	291	7
s	292	2
s	293	1
s	294	5
s	295	10
s	296	8
s	297	6
s	298	10
s	299	5
s	300	1
p	1	5
p	2	5
p	3	17
p	4	14
p	5	13
p	6	18
p	7	15
p	8	16
p	9	7
p	10	7
p	11	5
p	12	11
p	13	19
p	14	16
p	15	7
p	16	7
p	17	8
p	18	5
p	19	9
p	20	16
p	21	9
p	22	5
p	23	5
p	24	18
p	25	9
p	26	18
p	27	17
p	28	20
p	29	15
p	30	6
p	31	14
p	32	8
p	33	19
p	34	8
p	35	20
p	36	12
p	37	11
p	38	13
p	39	7
p	40	20
p	41	5
p	42	17
p	43	11
p	44	7
p	45	12
p	46	12
p	47	16
p	48	10
p	49	17
p	50	7
p	51	8
p	52	16
p	53	12
p	54	13
p	55	18
p	56	8
p	57	11
p	58	7
p	59	16
p	60	9
p	61	17
p	62	19
p	63	12
p	64	7
p	65	20
p	66	15
p	67	19
p	68	13
p	69	12
p	70	10
p	71	5
p	72	16
p	73	15
p	74	9
p	75	13
p	76	11
p	77	16
p	78	17
p	79	10
p	80	11
p	81	9
p	82	17
p	83	10
p	84	10
p	85	11
p	86	13
p	87	17
p	88	19
p	89	10
p	90	10
p	91	8
p	92	17
p	93	5
p	94	5
p	95	11
p	96	19
p	97	7
p	98	10
p	99	19
p	100	10
p	101	9
p	102	13
p	103	6
p	104	8
p	105	16
p	106	12
p	107	9
p	108	12
p	109	18
p	110	8
p	111	15
p	112	7
p	113	19
p	114	11
p	115	12
p	116	5
p	117	14
p	118	10
p	119	7
p	120	17
p	121	19
p	122	6
p	123	7
p	124	18
p	125	10
p	126	14
p	127	17
p	128	14
p	129	16
p	130	14
p	131	18
p	132	17
p	133	19
p	134	10
p	135	15
p	136	16
p	137	8
p	138	10
p	139	14
p	140	7
p	141	17
p	142	5
p	143	7
p	144	10
p	145	5
p	146	13
p	147	16
p	148	12
p	149	20
p	150	10
p	151	20
p	152	8
p	153	12
p	154	14
p	155	9
p	156	13
p	157	15
p	158	16
p	159	15
p	160	17
p	161	17
p	162	18
p	163	15
p	164	19
p	165	10
p	166	15
p	167	9
p	168	9
p	169	9
p	170	6
p	171	9
p	172	10
p	173	10
p	174	11
p	175	10
p	176	12
p	177	16
p	178	6
p	179	13
p	180	5
p	181	15
p	182	8
p	183	10
p	184	18
p	185	14
p	186	10
p	187	8
p	188	13
p	189	10
p	190	7
p	191	13
p	192	20
p	193	20
p	194	15
p	195	5
p	196	15
p	197	7
p	198	15
p	199	13
p	200	9
p	201	8
p	202	9
p	203	7
p	204	18
p	205	11
p	206	19
p	207	14
p	208	5
p	209	7
p	210	13
p	211	6
p	212	20
p	213	8
p	214	12
p	215	20
p	216	5
p	217	8
p	218	15
p	219	9
p	220	6
p	221	5
p	222	11
p	223	19
p	224	17
p	225	17
p	226	7
p	227	8
p	228	9
p	229	17
p	230	14
p	231	10
p	232	13
p	233	9
p	234	5
p	235	15
p	236	17
p	237	20
p	238	11
p	239	15
p	240	19
p	241	14
p	242	8
p	243	14
p	244	13
p	245	15
p	246	10
p	247	7
p	248	9
p	249	9
p	250	18
p	251	13
p	252	17
p	253	6
p	254	17
p	255	17
p	256	19
p	257	20
p	258	12
p	259	19
p	260	10
p	261	16
p	262	10
p	263	17
p	264	15
p	265	18
p	266	7
p	267	10
p	268	9
p	269	6
p	270	17
p	271	20
p	272	8
p	273	15
p	274	17
p	275	16
p	276	7
p	277	5
p	278	8
p	279	11
p	280	20
p	281	19
p	282	6
p	283	5
p	284	14
p	285	14
p	286	20
p	287	19
p	288	6
p	289	9
p	290	12
p	291	19
p	292	11
p	293	20
p	294	17
p	295	11
p	296	10
p	297	18
p	298	20
p	299	11
p	300	13
