n	300
e	5	150
e	5	151
e	5	154
e	5	155
e	5	156
e	5	157
e	5	158
e	5	159
e	5	162
e	5	167
e	5	168
e	5	170
e	5	172
e	5	173
e	5	176
e	5	177
e	5	178
e	5	179
e	5	181
e	5	182
e	5	185
e	5	187
e	5	188
e	5	190
e	5	193
e	5	194
e	5	195
e	5	196
e	5	199
e	5	201
e	5	204
e	5	208
e	5	209
e	5	210
e	5	211
e	5	212
e	5	213
e	5	221
e	5	223
e	5	225
e	5	227
e	5	230
e	5	233
e	5	234
e	5	235
e	5	236
e	5	237
e	5	240
e	5	241
e	5	243
e	5	244
e	5	245
e	5	246
e	5	250
e	5	252
e	5	253
e	5	254
e	5	258
e	5	259
e	5	260
e	5	264
e	5	266
e	5	268
e	5	269
e	5	272
e	5	274
e	5	276
e	5	277
e	5	278
e	5	284
e	5	285
e	5	287
e	5	290
e	5	291
e	5	292
e	5	295
e	5	296
e	5	297
e	5	298
e	6	9
e	6	10
e	6	12
e	6	13
e	6	14
e	6	18
e	6	19
e	6	20
e	6	27
e	6	29
e	6	30
e	6	34
e	6	35
e	6	36
e	6	38
e	6	39
e	6	43
e	6	44
e	6	47
e	6	50
e	6	51
e	6	52
e	6	53
e	6	59
e	6	61
e	6	63
e	6	64
e	6	66
e	6	67
e	6	68
e	6	69
e	6	70
e	6	74
e	6	76
e	6	77
e	6	78
e	6	80
e	6	83
e	6	84
e	6	87
e	6	89
e	6	90
e	6	93
e	6	95
e	6	96
e	6	98
e	6	99
e	6	100
e	6	101
e	6	103
e	6	104
e	6	105
e	6	106
e	6	108
e	6	109
e	6	113
e	6	115
e	6	116
e	6	118
e	6	120
e	6	121
e	6	122
e	6	125
e	6	128
e	6	129
e	6	130
e	6	131
e	6	132
e	6	134
e	6	135
e	6	136
e	6	138
e	6	139
e	6	141
e	6	142
e	6	148
e	6	150
e	6	156
e	6	157
e	6	159
e	6	162
e	6	163
e	6	168
e	6	174
e	6	175
e	6	176
e	6	177
e	6	178
e	6	180
e	6	182
e	6	183
e	6	184
e	6	185
e	6	188
e	6	189
e	6	191
e	6	192
e	6	193
e	6	196
e	6	197
e	6	199
e	6	200
e	6	202
e	6	203
e	6	204
e	6	205
e	6	206
e	6	207
e	6	209
e	6	212
e	6	215
e	6	217
e	6	221
e	6	222
e	6	224
e	6	225
e	6	227
e	6	231
e	6	232
e	6	233
e	6	234
e	6	235
e	6	238
e	6	241
e	6	246
e	6	247
e	6	253
e	6	258
e	6	259
e	6	261
e	6	264
e	6	267
e	6	268
e	6	272
e	6	274
e	6	275
e	6	276
e	6	277
e	6	278
e	6	279
e	6	281
e	6	285
e	6	290
e	6	292
e	6	294
e	6	296
e	7	8
e	7	13
e	7	17
e	7	19
e	7	20
e	7	22
e	7	26
e	7	27
e	7	28
e	7	33
e	7	34
e	7	35
e	7	36
e	7	37
e	7	39
e	7	42
e	7	43
e	7	45
e	7	46
e	7	47
e	7	48
e	7	49
e	7	50
e	7	51
e	7	53
e	7	55
e	7	57
e	7	59
e	7	60
e	7	66
e	7	68
e	7	69
e	7	72
e	7	73
e	7	74
e	7	75
e	7	76
e	7	77
e	7	78
e	7	80
e	7	81
e	7	82
e	7	85
e	7	86
e	7	87
e	7	88
e	7	89
e	7	90
e	7	92
e	7	95
e	7	96
e	7	100
e	7	102
e	7	104
e	7	105
e	7	109
e	7	111
e	7	113
e	7	114
e	7	115
e	7	116
e	7	118
e	7	119
e	7	120
e	7	121
e	7	122
e	7	123
e	7	124
e	7	126
e	7	134
e	7	135
e	7	138
e	7	141
e	7	146
e	7	148
e	7	151
e	7	152
e	7	153
e	7	154
e	7	155
e	7	157
e	7	160
e	7	161
e	7	162
e	7	166
e	7	167
e	7	168
e	7	170
e	7	172
e	7	174
e	7	179
e	7	180
e	7	183
e	7	185
e	7	186
e	7	188
e	7	195
e	7	196
e	7	199
e	7	202
e	7	203
e	7	204
e	7	205
e	7	206
e	7	208
e	7	211
e	7	212
e	7	213
e	7	214
e	7	216
e	7	217
e	7	219
e	7	220
e	7	222
e	7	223
e	7	224
e	7	227
e	7	230
e	7	240
e	7	241
e	7	242
e	7	243
e	7	244
e	7	246
e	7	247
e	7	248
e	7	252
e	7	255
e	7	257
e	7	260
e	7	261
e	7	262
e	7	263
e	7	264
e	7	266
e	7	268
e	7	269
e	7	270
e	7	271
e	7	272
e	7	274
e	7	275
e	7	281
e	7	289
e	7	291
e	7	292
e	7	294
e	7	296
e	7	299
e	8	13
e	8	17
e	8	18
e	8	20
e	8	22
e	8	23
e	8	24
e	8	26
e	8	30
e	8	32
e	8	33
e	8	36
e	8	38
e	8	42
e	8	43
e	8	45
e	8	47
e	8	48
e	8	49
e	8	50
e	8	54
e	8	57
e	8	63
e	8	64
e	8	66
e	8	68
e	8	70
e	8	72
e	8	75
e	8	76
e	8	78
e	8	79
e	8	80
e	8	83
e	8	84
e	8	85
e	8	87
e	8	89
e	8	91
e	8	93
e	8	95
e	8	96
e	8	98
e	8	99
e	8	100
e	8	101
e	8	103
e	8	104
e	8	105
e	8	107
e	8	109
e	8	110
e	8	113
e	8	114
e	8	115
e	8	116
e	8	118
e	8	121
e	8	127
e	8	129
e	8	132
e	8	134
e	8	135
e	8	136
e	8	141
e	8	142
e	8	143
e	8	144
e	8	147
e	8	150
e	8	151
e	8	152
e	8	153
e	8	156
e	8	157
e	8	158
e	8	162
e	8	164
e	8	166
e	8	167
e	8	169
e	8	170
e	8	171
e	8	172
e	8	175
e	8	178
e	8	179
e	8	180
e	8	181
e	8	182
e	8	184
e	8	185
e	8	187
e	8	189
e	8	190
e	8	191
e	8	192
e	8	193
e	8	196
e	8	197
e	8	199
e	8	200
e	8	201
e	8	202
e	8	205
e	8	206
e	8	208
e	8	209
e	8	211
e	8	212
e	8	213
e	8	216
e	8	220
e	8	223
e	8	225
e	8	226
e	8	227
e	8	229
e	8	230
e	8	237
e	8	238
e	8	240
e	8	244
e	8	246
e	8	247
e	8	248
e	8	249
e	8	251
e	8	252
e	8	253
e	8	254
e	8	265
e	8	266
e	8	267
e	8	272
e	8	274
e	8	276
e	8	277
e	8	278
e	8	279
e	8	280
e	8	283
e	8	284
e	8	286
e	8	288
e	8	289
e	8	291
e	8	296
e	8	299
e	9	12
e	9	14
e	9	15
e	9	17
e	9	22
e	9	23
e	9	28
e	9	29
e	9	32
e	9	33
e	9	34
e	9	36
e	9	38
e	9	40
e	9	45
e	9	46
e	9	47
e	9	49
e	9	52
e	9	55
e	9	57
e	9	58
e	9	60
e	9	61
e	9	63
e	9	64
e	9	65
e	9	66
e	9	67
e	9	68
e	9	69
e	9	70
e	9	75
e	9	76
e	9	77
e	9	80
e	9	83
e	9	86
e	9	88
e	9	89
e	9	90
e	9	91
e	9	92
e	9	93
e	9	95
e	9	96
e	9	97
e	9	100
e	9	101
e	9	102
e	9	103
e	9	105
e	9	106
e	9	108
e	9	114
e	9	115
e	9	116
e	9	118
e	9	119
e	9	122
e	9	127
e	9	128
e	9	130
e	9	133
e	9	134
e	9	137
e	9	139
e	9	140
e	9	143
e	9	146
e	9	152
e	9	153
e	9	157
e	9	158
e	9	159
e	9	160
e	9	161
e	9	164
e	9	166
e	9	170
e	9	171
e	9	172
e	9	174
e	9	177
e	9	180
e	9	182
e	9	183
e	9	186
e	9	187
e	9	188
e	9	189
e	9	190
e	9	192
e	9	195
e	9	200
e	9	201
e	9	202
e	9	203
e	9	205
e	9	210
e	9	211
e	9	212
e	9	216
e	9	218
e	9	219
e	9	221
e	9	222
e	9	224
e	9	225
e	9	228
e	9	229
e	9	230
e	9	232
e	9	233
e	9	235
e	9	236
e	9	237
e	9	241
e	9	249
e	9	250
e	9	251
e	9	252
e	9	254
e	9	255
e	9	260
e	9	261
e	9	263
e	9	265
e	9	269
e	9	272
e	9	273
e	9	274
e	9	281
e	9	287
e	9	288
e	9	293
e	9	299
e	10	11
e	10	15
e	10	18
e	10	21
e	10	22
e	10	23
e	10	24
e	10	25
e	10	28
e	10	29
e	10	30
e	10	32
e	10	34
e	10	36
e	10	38
e	10	39
e	10	42
e	10	43
e	10	44
e	10	45
e	10	46
e	10	47
e	10	48
e	10	49
e	10	51
e	10	52
e	10	53
e	10	56
e	10	58
e	10	59
e	10	61
e	10	63
e	10	64
e	10	65
e	10	66
e	10	70
e	10	74
e	10	75
e	10	77
e	10	79
e	10	80
e	10	81
e	10	83
e	10	85
e	10	86
e	10	88
e	10	89
e	10	90
e	10	92
e	10	95
e	10	96
e	10	97
e	10	99
e	10	100
e	10	101
e	10	103
e	10	104
e	10	105
e	10	107
e	10	108
e	10	114
e	10	115
e	10	117
e	10	118
e	10	121
e	10	130
e	10	132
e	10	134
e	10	137
e	10	140
e	10	142
e	10	146
e	10	147
e	10	150
e	10	152
e	10	154
e	10	155
e	10	158
e	10	159
e	10	161
e	10	162
e	10	163
e	10	164
e	10	166
e	10	167
e	10	168
e	10	173
e	10	177
e	10	179
e	10	181
e	10	186
e	10	187
e	10	194
e	10	196
e	10	199
e	10	201
e	10	202
e	10	204
e	10	207
e	10	208
e	10	209
e	10	213
e	10	214
e	10	215
e	10	216
e	10	219
e	10	220
e	10	222
e	10	223
e	10	229
e	10	230
e	10	231
e	10	234
e	10	243
e	10	246
e	10	249
e	10	251
e	10	254
e	10	255
e	10	256
e	10	257
e	10	258
e	10	259
e	10	262
e	10	264
e	10	265
e	10	267
e	10	273
e	10	275
e	10	277
e	10	279
e	10	283
e	10	284
e	10	285
e	10	289
e	10	290
e	10	291
e	10	292
e	10	295
e	10	298
e	11	12
e	11	13
e	11	14
e	11	16
e	11	18
e	11	21
e	11	22
e	11	24
e	11	25
e	11	27
e	11	28
e	11	30
e	11	33
e	11	34
e	11	39
e	11	41
e	11	45
e	11	46
e	11	47
e	11	48
e	11	53
e	11	56
e	11	58
e	11	59
e	11	60
e	11	62
e	11	65
e	11	67
e	11	68
e	11	70
e	11	71
e	11	72
e	11	73
e	11	74
e	11	76
e	11	80
e	11	83
e	11	84
e	11	87
e	11	91
e	11	92
e	11	93
e	11	94
e	11	96
e	11	97
e	11	99
e	11	101
e	11	104
e	11	105
e	11	108
e	11	109
e	11	111
e	11	113
e	11	114
e	11	116
e	11	118
e	11	119
e	11	120
e	11	121
e	11	122
e	11	123
e	11	126
e	11	127
e	11	131
e	11	133
e	11	134
e	11	135
e	11	138
e	11	141
e	11	143
e	11	144
e	11	145
e	11	146
e	11	152
e	11	153
e	11	154
e	11	159
e	11	161
e	11	164
e	11	165
e	11	167
e	11	170
e	11	173
e	11	174
e	11	177
e	11	179
e	11	180
e	11	182
e	11	184
e	11	185
e	11	189
e	11	190
e	11	191
e	11	192
e	11	193
e	11	197
e	11	201
e	11	202
e	11	204
e	11	209
e	11	213
e	11	214
e	11	216
e	11	217
e	11	218
e	11	219
e	11	220
e	11	223
e	11	226
e	11	227
e	11	230
e	11	231
e	11	232
e	11	233
e	11	236
e	11	240
e	11	241
e	11	243
e	11	245
e	11	246
e	11	247
e	11	252
e	11	253
e	11	258
e	11	260
e	11	261
e	11	267
e	11	269
e	11	275
e	11	277
e	11	279
e	11	280
e	11	281
e	11	282
e	11	283
e	11	284
e	11	287
e	11	291
e	11	294
e	11	297
e	11	298
e	12	14
e	12	15
e	12	21
e	12	24
e	12	26
e	12	28
e	12	29
e	12	31
e	12	32
e	12	33
e	12	34
e	12	35
e	12	36
e	12	38
e	12	40
e	12	41
e	12	42
e	12	43
e	12	44
e	12	45
e	12	47
e	12	50
e	12	53
e	12	55
e	12	58
e	12	60
e	12	61
e	12	62
e	12	65
e	12	66
e	12	67
e	12	68
e	12	69
e	12	71
e	12	72
e	12	73
e	12	77
e	12	78
e	12	79
e	12	80
e	12	84
e	12	85
e	12	86
e	12	87
e	12	88
e	12	91
e	12	93
e	12	94
e	12	95
e	12	96
e	12	102
e	12	103
e	12	105
e	12	108
e	12	110
e	12	112
e	12	114
e	12	116
e	12	117
e	12	124
e	12	125
e	12	126
e	12	128
e	12	130
e	12	131
e	12	132
e	12	133
e	12	134
e	12	135
e	12	138
e	12	140
e	12	142
e	12	143
e	12	144
e	12	146
e	12	147
e	12	148
e	12	149
e	12	151
e	12	152
e	12	154
e	12	155
e	12	156
e	12	157
e	12	159
e	12	161
e	12	164
e	12	167
e	12	168
e	12	171
e	12	173
e	12	174
e	12	176
e	12	180
e	12	181
e	12	182
e	12	183
e	12	187
e	12	189
e	12	190
e	12	192
e	12	193
e	12	195
e	12	196
e	12	200
e	12	201
e	12	202
e	12	204
e	12	205
e	12	208
e	12	209
e	12	212
e	12	214
e	12	217
e	12	218
e	12	219
e	12	220
e	12	223
e	12	225
e	12	226
e	12	228
e	12	229
e	12	235
e	12	238
e	12	240
e	12	243
e	12	244
e	12	246
e	12	247
e	12	248
e	12	250
e	12	251
e	12	253
e	12	255
e	12	256
e	12	258
e	12	259
e	12	261
e	12	262
e	12	264
e	12	265
e	12	266
e	12	267
e	12	269
e	12	273
e	12	274
e	12	275
e	12	278
e	12	279
e	12	282
e	12	283
e	12	284
e	12	285
e	12	286
e	12	288
e	12	290
e	12	292
e	12	294
e	12	295
e	12	300
e	13	20
e	13	21
e	13	22
e	13	25
e	13	26
e	13	27
e	13	31
e	13	32
e	13	34
e	13	35
e	13	36
e	13	37
e	13	38
e	13	39
e	13	41
e	13	46
e	13	47
e	13	49
e	13	52
e	13	54
e	13	56
e	13	59
e	13	62
e	13	64
e	13	68
e	13	69
e	13	72
e	13	75
e	13	79
e	13	80
e	13	81
e	13	84
e	13	86
e	13	87
e	13	93
e	13	94
e	13	97
e	13	99
e	13	102
e	13	104
e	13	105
e	13	109
e	13	113
e	13	114
e	13	117
e	13	118
e	13	119
e	13	122
e	13	125
e	13	129
e	13	130
e	13	131
e	13	132
e	13	133
e	13	134
e	13	136
e	13	139
e	13	140
e	13	142
e	13	143
e	13	148
e	13	150
e	13	151
e	13	152
e	13	154
e	13	155
e	13	156
e	13	158
e	13	161
e	13	163
e	13	164
e	13	165
e	13	166
e	13	167
e	13	174
e	13	181
e	13	182
e	13	183
e	13	185
e	13	187
e	13	188
e	13	189
e	13	190
e	13	191
e	13	192
e	13	194
e	13	200
e	13	201
e	13	203
e	13	204
e	13	207
e	13	208
e	13	209
e	13	213
e	13	214
e	13	216
e	13	217
e	13	219
e	13	221
e	13	222
e	13	223
e	13	225
e	13	227
e	13	229
e	13	232
e	13	233
e	13	234
e	13	236
e	13	241
e	13	248
e	13	251
e	13	252
e	13	253
e	13	254
e	13	255
e	13	256
e	13	257
e	13	258
e	13	259
e	13	262
e	13	263
e	13	264
e	13	265
e	13	266
e	13	268
e	13	269
e	13	274
e	13	275
e	13	282
e	13	284
e	13	285
e	13	289
e	13	293
e	13	294
e	13	297
e	13	298
e	14	15
e	14	19
e	14	22
e	14	24
e	14	30
e	14	32
e	14	33
e	14	34
e	14	36
e	14	39
e	14	41
e	14	42
e	14	45
e	14	47
e	14	49
e	14	51
e	14	52
e	14	53
e	14	54
e	14	55
e	14	56
e	14	57
e	14	62
e	14	66
e	14	68
e	14	71
e	14	72
e	14	73
e	14	74
e	14	78
e	14	83
e	14	85
e	14	86
e	14	89
e	14	90
e	14	92
e	14	95
e	14	100
e	14	102
e	14	105
e	14	106
e	14	109
e	14	110
e	14	112
e	14	114
e	14	115
e	14	117
e	14	118
e	14	119
e	14	121
e	14	123
e	14	128
e	14	130
e	14	131
e	14	135
e	14	141
e	14	143
e	14	145
e	14	146
e	14	149
e	14	150
e	14	151
e	14	153
e	14	154
e	14	157
e	14	165
e	14	170
e	14	171
e	14	172
e	14	177
e	14	179
e	14	182
e	14	188
e	14	189
e	14	193
e	14	194
e	14	196
e	14	197
e	14	200
e	14	201
e	14	203
e	14	208
e	14	209
e	14	211
e	14	213
e	14	214
e	14	215
e	14	221
e	14	222
e	14	223
e	14	225
e	14	226
e	14	228
e	14	230
e	14	237
e	14	238
e	14	240
e	14	242
e	14	243
e	14	244
e	14	246
e	14	247
e	14	250
e	14	256
e	14	260
e	14	261
e	14	262
e	14	264
e	14	265
e	14	268
e	14	269
e	14	270
e	14	271
e	14	276
e	14	279
e	14	280
e	14	281
e	14	282
e	14	283
e	14	284
e	14	288
e	14	289
e	14	295
e	14	297
e	14	300
e	15	18
e	15	19
e	15	21
e	15	23
e	15	24
e	15	25
e	15	26
e	15	28
e	15	30
e	15	33
e	15	36
e	15	37
e	15	39
e	15	40
e	15	41
e	15	44
e	15	45
e	15	46
e	15	47
e	15	48
e	15	50
e	15	52
e	15	54
e	15	55
e	15	56
e	15	58
e	15	60
e	15	64
e	15	65
e	15	66
e	15	68
e	15	69
e	15	71
e	15	72
e	15	74
e	15	77
e	15	78
e	15	80
e	15	81
e	15	84
e	15	87
e	15	88
e	15	89
e	15	90
e	15	92
e	15	93
e	15	95
e	15	97
e	15	99
e	15	101
e	15	105
e	15	107
e	15	114
e	15	115
e	15	119
e	15	120
e	15	121
e	15	123
e	15	124
e	15	125
e	15	127
e	15	129
e	15	130
e	15	131
e	15	133
e	15	134
e	15	136
e	15	139
e	15	140
e	15	141
e	15	142
e	15	146
e	15	147
e	15	149
e	15	151
e	15	152
e	15	154
e	15	156
e	15	158
e	15	160
e	15	162
e	15	163
e	15	165
e	15	168
e	15	170
e	15	173
e	15	174
e	15	176
e	15	178
e	15	182
e	15	184
e	15	186
e	15	187
e	15	188
e	15	189
e	15	191
e	15	195
e	15	197
e	15	200
e	15	201
e	15	202
e	15	204
e	15	206
e	15	207
e	15	210
e	15	212
e	15	213
e	15	215
e	15	216
e	15	218
e	15	219
e	15	221
e	15	222
e	15	227
e	15	228
e	15	229
e	15	233
e	15	236
e	15	237
e	15	238
e	15	239
e	15	241
e	15	243
e	15	245
e	15	246
e	15	247
e	15	248
e	15	249
e	15	250
e	15	251
e	15	252
e	15	256
e	15	260
e	15	261
e	15	262
e	15	263
e	15	265
e	15	268
e	15	269
e	15	272
e	15	273
e	15	276
e	15	277
e	15	278
e	15	280
e	15	282
e	15	283
e	15	290
e	15	291
e	15	293
e	15	295
e	15	296
e	15	297
e	15	299
e	16	19
e	16	20
e	16	21
e	16	22
e	16	26
e	16	27
e	16	28
e	16	32
e	16	36
e	16	37
e	16	38
e	16	41
e	16	43
e	16	44
e	16	46
e	16	47
e	16	50
e	16	51
e	16	52
e	16	55
e	16	56
e	16	59
e	16	62
e	16	63
e	16	65
e	16	66
e	16	67
e	16	68
e	16	71
e	16	79
e	16	82
e	16	84
e	16	85
e	16	87
e	16	89
e	16	92
e	16	93
e	16	98
e	16	100
e	16	101
e	16	103
e	16	107
e	16	108
e	16	109
e	16	110
e	16	111
e	16	112
e	16	113
e	16	116
e	16	120
e	16	126
e	16	127
e	16	128
e	16	129
e	16	132
e	16	134
e	16	137
e	16	139
e	16	141
e	16	142
e	16	143
e	16	145
e	16	147
e	16	149
e	16	150
e	16	153
e	16	158
e	16	161
e	16	164
e	16	168
e	16	169
e	16	170
e	16	171
e	16	172
e	16	173
e	16	177
e	16	180
e	16	181
e	16	182
e	16	184
e	16	186
e	16	187
e	16	190
e	16	191
e	16	192
e	16	197
e	16	199
e	16	200
e	16	201
e	16	203
e	16	204
e	16	210
e	16	213
e	16	218
e	16	223
e	16	224
e	16	225
e	16	226
e	16	227
e	16	228
e	16	232
e	16	234
e	16	236
e	16	238
e	16	240
e	16	242
e	16	244
e	16	245
e	16	246
e	16	256
e	16	260
e	16	261
e	16	264
e	16	265
e	16	267
e	16	268
e	16	269
e	16	270
e	16	272
e	16	273
e	16	275
e	16	277
e	16	278
e	16	279
e	16	281
e	16	287
e	16	288
e	16	290
e	16	291
e	16	296
e	16	299
e	16	300
e	17	18
e	17	19
e	17	32
e	17	38
e	17	39
e	17	40
e	17	41
e	17	44
e	17	45
e	17	46
e	17	47
e	17	48
e	17	49
e	17	52
e	17	55
e	17	56
e	17	57
e	17	59
e	17	61
e	17	62
e	17	63
e	17	64
e	17	65
e	17	67
e	17	68
e	17	71
e	17	72
e	17	73
e	17	74
e	17	76
e	17	78
e	17	79
e	17	81
e	17	84
e	17	87
e	17	89
e	17	90
e	17	97
e	17	99
e	17	100
e	17	102
e	17	103
e	17	104
e	17	111
e	17	112
e	17	113
e	17	114
e	17	115
e	17	116
e	17	117
