n	200
e	19	67
e	19	69
e	19	71
e	19	72
e	19	74
e	19	75
e	19	77
e	19	80
e	19	81
e	19	82
e	19	87
e	19	88
e	19	89
e	19	90
e	19	91
e	19	96
e	19	101
e	19	103
e	19	104
e	19	105
e	19	106
e	19	111
e	19	112
e	19	113
e	19	114
e	19	116
e	19	118
e	19	120
e	19	121
e	19	124
e	19	125
e	19	126
e	19	127
e	19	131
e	19	134
e	19	139
e	19	140
e	19	143
e	19	145
e	19	148
e	19	149
e	19	150
e	19	151
e	19	152
e	19	153
e	19	154
e	19	155
e	19	156
e	19	159
e	19	160
e	19	161
e	19	162
e	19	163
e	19	165
e	19	169
e	19	170
e	19	171
e	19	172
e	19	176
e	19	177
e	19	178
e	19	179
e	19	181
e	19	182
e	19	185
e	19	187
e	19	188
e	19	189
e	19	190
e	19	196
e	19	197
e	19	199
e	20	22
e	20	23
e	20	25
e	20	35
e	20	36
e	20	38
e	20	41
e	20	42
e	20	44
e	20	45
e	20	46
e	20	47
e	20	49
e	20	56
e	20	58
e	20	61
e	20	62
e	20	63
e	20	64
e	20	65
e	20	70
e	20	71
e	20	72
e	20	77
e	20	82
e	20	84
e	20	85
e	20	88
e	20	89
e	20	92
e	20	93
e	20	98
e	20	101
e	20	102
e	20	103
e	20	105
e	20	106
e	20	107
e	20	109
e	20	110
e	20	112
e	20	113
e	20	115
e	20	116
e	20	117
e	20	118
e	20	120
e	20	124
e	20	125
e	20	131
e	20	133
e	20	134
e	20	135
e	20	138
e	20	139
e	20	140
e	20	143
e	20	145
e	20	146
e	20	147
e	20	148
e	20	153
e	20	154
e	20	156
e	20	160
e	20	162
e	20	164
e	20	165
e	20	167
e	20	169
e	20	171
e	20	173
e	20	174
e	20	176
e	20	177
e	20	178
e	20	179
e	20	180
e	20	182
e	20	183
e	20	184
e	20	185
e	20	187
e	20	188
e	20	191
e	20	192
e	20	193
e	20	194
e	20	195
e	20	198
e	21	25
e	21	28
e	21	30
e	21	31
e	21	34
e	21	36
e	21	37
e	21	38
e	21	41
e	21	42
e	21	43
e	21	46
e	21	49
e	21	50
e	21	51
e	21	54
e	21	59
e	21	62
e	21	64
e	21	69
e	21	72
e	21	74
e	21	75
e	21	76
e	21	77
e	21	79
e	21	80
e	21	82
e	21	83
e	21	84
e	21	88
e	21	89
e	21	91
e	21	92
e	21	93
e	21	94
e	21	97
e	21	98
e	21	100
e	21	103
e	21	105
e	21	109
e	21	111
e	21	113
e	21	114
e	21	115
e	21	118
e	21	119
e	21	120
e	21	121
e	21	122
e	21	124
e	21	127
e	21	129
e	21	130
e	21	132
e	21	133
e	21	137
e	21	138
e	21	140
e	21	143
e	21	144
e	21	145
e	21	146
e	21	149
e	21	152
e	21	157
e	21	158
e	21	159
e	21	161
e	21	162
e	21	166
e	21	169
e	21	171
e	21	172
e	21	174
e	21	178
e	21	180
e	21	182
e	21	183
e	21	185
e	21	186
e	21	188
e	21	189
e	21	198
e	21	199
e	22	24
e	22	25
e	22	27
e	22	29
e	22	31
e	22	32
e	22	35
e	22	37
e	22	38
e	22	39
e	22	41
e	22	42
e	22	43
e	22	44
e	22	45
e	22	49
e	22	50
e	22	51
e	22	52
e	22	54
e	22	57
e	22	59
e	22	60
e	22	62
e	22	63
e	22	64
e	22	65
e	22	67
e	22	68
e	22	72
e	22	75
e	22	84
e	22	87
e	22	92
e	22	96
e	22	103
e	22	105
e	22	106
e	22	110
e	22	115
e	22	116
e	22	117
e	22	119
e	22	120
e	22	122
e	22	123
e	22	124
e	22	127
e	22	129
e	22	132
e	22	135
e	22	136
e	22	137
e	22	143
e	22	146
e	22	147
e	22	148
e	22	149
e	22	153
e	22	154
e	22	155
e	22	156
e	22	157
e	22	159
e	22	161
e	22	163
e	22	168
e	22	170
e	22	171
e	22	177
e	22	180
e	22	182
e	22	183
e	22	185
e	22	187
e	22	188
e	22	189
e	22	191
e	22	192
e	22	195
e	22	198
e	22	199
e	22	200
e	23	25
e	23	26
e	23	27
e	23	28
e	23	29
e	23	30
e	23	31
e	23	36
e	23	39
e	23	40
e	23	42
e	23	43
e	23	45
e	23	50
e	23	52
e	23	53
e	23	54
e	23	55
e	23	58
e	23	59
e	23	60
e	23	62
e	23	64
e	23	65
e	23	66
e	23	67
e	23	70
e	23	72
e	23	76
e	23	78
e	23	79
e	23	80
e	23	81
e	23	83
e	23	89
e	23	90
e	23	92
e	23	93
e	23	94
e	23	96
e	23	100
e	23	102
e	23	103
e	23	104
e	23	105
e	23	111
e	23	113
e	23	117
e	23	128
e	23	129
e	23	130
e	23	132
e	23	133
e	23	135
e	23	136
e	23	137
e	23	139
e	23	141
e	23	144
e	23	146
e	23	151
e	23	152
e	23	154
e	23	157
e	23	160
e	23	162
e	23	163
e	23	164
e	23	167
e	23	174
e	23	177
e	23	178
e	23	179
e	23	182
e	23	183
e	23	184
e	23	185
e	23	189
e	23	191
e	23	193
e	23	195
e	23	196
e	23	198
e	24	25
e	24	26
e	24	27
e	24	32
e	24	33
e	24	43
e	24	46
e	24	47
e	24	49
e	24	50
e	24	51
e	24	53
e	24	54
e	24	58
e	24	61
e	24	62
e	24	64
e	24	65
e	24	73
e	24	74
e	24	75
e	24	81
e	24	82
e	24	83
e	24	87
e	24	89
e	24	90
e	24	92
e	24	95
e	24	97
e	24	98
e	24	104
e	24	105
e	24	106
e	24	108
e	24	109
e	24	110
e	24	111
e	24	112
e	24	115
e	24	117
e	24	118
e	24	119
e	24	123
e	24	124
e	24	125
e	24	130
e	24	131
e	24	132
e	24	133
e	24	135
e	24	140
e	24	141
e	24	144
e	24	145
e	24	146
e	24	148
e	24	153
e	24	154
e	24	159
e	24	160
e	24	162
e	24	163
e	24	165
e	24	166
e	24	169
e	24	175
e	24	176
e	24	177
e	24	178
e	24	179
e	24	180
e	24	181
e	24	184
e	24	186
e	24	190
e	24	191
e	24	194
e	24	195
e	24	196
e	24	197
e	24	199
e	24	200
e	25	27
e	25	29
e	25	32
e	25	33
e	25	34
e	25	37
e	25	46
e	25	49
e	25	50
e	25	52
e	25	53
e	25	55
e	25	56
e	25	58
e	25	62
e	25	64
e	25	66
e	25	67
e	25	69
e	25	70
e	25	71
e	25	72
e	25	75
e	25	78
e	25	79
e	25	82
e	25	84
e	25	91
e	25	92
e	25	93
e	25	97
e	25	98
e	25	99
e	25	104
e	25	105
e	25	106
e	25	108
e	25	110
e	25	111
e	25	112
e	25	114
e	25	116
e	25	117
e	25	118
e	25	121
e	25	123
e	25	124
e	25	125
e	25	126
e	25	132
e	25	133
e	25	134
e	25	135
e	25	136
e	25	137
e	25	138
e	25	139
e	25	140
e	25	144
e	25	147
e	25	149
e	25	151
e	25	152
e	25	154
e	25	157
e	25	158
e	25	159
e	25	160
e	25	161
e	25	162
e	25	165
e	25	167
e	25	168
e	25	170
e	25	175
e	25	178
e	25	179
e	25	180
e	25	184
e	25	186
e	25	187
e	25	188
e	25	189
e	25	194
e	25	195
e	25	196
e	25	197
e	25	198
e	25	200
e	26	27
e	26	29
e	26	30
e	26	31
e	26	32
e	26	34
e	26	36
e	26	42
e	26	46
e	26	49
e	26	52
e	26	54
e	26	55
e	26	57
e	26	58
e	26	65
e	26	66
e	26	67
e	26	68
e	26	70
e	26	72
e	26	74
e	26	77
e	26	78
e	26	80
e	26	85
e	26	86
e	26	87
e	26	89
e	26	92
e	26	93
e	26	94
e	26	95
e	26	96
e	26	104
e	26	105
e	26	106
e	26	107
e	26	110
e	26	112
e	26	113
e	26	114
e	26	116
e	26	118
e	26	119
e	26	120
